Executando em modo automático:
  Instância: 8
  Algoritmo: NSGA-III
  Tipo: Solomon

Tipo selecionado: Instâncias Solomon

=== MENU DE SELEÇÃO DE INSTÂNCIA ===

Instância selecionada: C108.txt
Number of vehicles: 25
Vehicle capacity: 200
Number of clients: 101

=== NSGA-III para Problema de Roteamento de Veiculos ===

Configuracao do Problema:
- Clientes: 100, Veiculos: 25, Capacidade: 200
- Objetivos: Distancia, Tempo, Combustivel
- Constraints: Capacidade, Time Windows, Cobertura

DEBUG: Seed JMetal: 84177838429060
2026-05-22 18:02:21.785 INFO: Loggers configured with null [org.uma.jmetal.util.JMetalLogger configureLoggers]
2026-05-22 18:02:21.818 INFO: rpssize: 595 [org.uma.jmetal.algorithm.multiobjective.nsgaiii.NSGAIII <init>]
Configuracao do NSGA-III:
- Pop solicitada: 600
- Geracoes: 3000
- Crossover: OnePoint por coluna (Pc=1.0)
- Mutacao: Swap intra+inter rota (Pm=0.01)
- Selecao: Binary Tournament

Iniciando execucao...

DEBUG: Primeira solucao criada - Dist: 1481,54, Tempo: 5560,74, Comb: 750,37
DEBUG: 100 solucoes criadas na inicializacao
DEBUG: 200 solucoes criadas na inicializacao
DEBUG: 300 solucoes criadas na inicializacao
DEBUG: 400 solucoes criadas na inicializacao
DEBUG: 500 solucoes criadas na inicializacao
[Eval 5000] Best: Dist=1451,29, Time=5491,29, Fuel=736,35 | Unique solutions: 2152
[Eval 10000] Best: Dist=1436,48, Time=5432,27, Fuel=727,12 | Unique solutions: 5311
[Eval 15000] Best: Dist=1432,04, Time=5413,32, Fuel=726,00 | Unique solutions: 8547
[Eval 20000] Best: Dist=1432,04, Time=5413,32, Fuel=725,40 | Unique solutions: 12099
[Eval 25000] Best: Dist=1413,07, Time=5413,32, Fuel=717,38 | Unique solutions: 15440
[Eval 30000] Best: Dist=1397,66, Time=5398,20, Fuel=708,00 | Unique solutions: 19064
[Eval 35000] Best: Dist=1397,66, Time=5396,79, Fuel=708,00 | Unique solutions: 22768
[Eval 40000] Best: Dist=1379,55, Time=5381,87, Fuel=701,25 | Unique solutions: 26193
[Eval 45000] Best: Dist=1376,36, Time=5379,90, Fuel=698,03 | Unique solutions: 29483
[Eval 50000] Best: Dist=1369,97, Time=5370,52, Fuel=694,88 | Unique solutions: 33200
[Eval 55000] Best: Dist=1367,94, Time=5364,01, Fuel=693,00 | Unique solutions: 33200
[Eval 60000] Best: Dist=1367,94, Time=5362,87, Fuel=691,95 | Unique solutions: 33200
[Eval 65000] Best: Dist=1362,24, Time=5356,36, Fuel=687,97 | Unique solutions: 33200
[Eval 70000] Best: Dist=1357,88, Time=5354,67, Fuel=687,97 | Unique solutions: 33200
[Eval 75000] Best: Dist=1357,88, Time=5331,37, Fuel=686,40 | Unique solutions: 33200
