Executando em modo automático:
  Instância: 8
  Algoritmo: NSGA-III
  Tipo: Solomon

Tipo selecionado: Instâncias Solomon

=== MENU DE SELEÇÃO DE INSTÂNCIA ===

Instância selecionada: C108.txt
Number of vehicles: 25
Vehicle capacity: 200
Number of clients: 101

=== NSGA-III para Problema de Roteamento de Veiculos ===

Configuracao do Problema:
- Clientes: 100, Veiculos: 25, Capacidade: 200
- Objetivos: Distancia, Tempo, Combustivel
- Constraints: Capacidade, Time Windows, Cobertura

DEBUG: Seed JMetal: 83688163663593
2026-05-22 18:10:31.493 INFO: Loggers configured with null [org.uma.jmetal.util.JMetalLogger configureLoggers]
2026-05-22 18:10:31.520 INFO: rpssize: 595 [org.uma.jmetal.algorithm.multiobjective.nsgaiii.NSGAIII <init>]
Configuracao do NSGA-III:
- Pop solicitada: 600
- Geracoes: 3000
- Crossover: OnePoint por coluna (Pc=1.0)
- Mutacao: Swap intra+inter rota (Pm=0.01)
- Selecao: Binary Tournament

Iniciando execucao...

DEBUG: Primeira solucao criada - Dist: 1481,54, Tempo: 5560,74, Comb: 750,37
DEBUG: 100 solucoes criadas na inicializacao
DEBUG: 200 solucoes criadas na inicializacao
DEBUG: 300 solucoes criadas na inicializacao
DEBUG: 400 solucoes criadas na inicializacao
DEBUG: 500 solucoes criadas na inicializacao
[Eval 5000] Best: Dist=1434,94, Time=5468,46, Fuel=729,90 | Unique solutions: 2154
[Eval 10000] Best: Dist=1432,04, Time=5436,92, Fuel=728,32 | Unique solutions: 4962
[Eval 15000] Best: Dist=1432,04, Time=5435,51, Fuel=725,40 | Unique solutions: 8638
[Eval 20000] Best: Dist=1415,69, Time=5414,09, Fuel=719,10 | Unique solutions: 12340
[Eval 25000] Best: Dist=1410,79, Time=5414,09, Fuel=715,28 | Unique solutions: 15645
[Eval 30000] Best: Dist=1410,79, Time=5405,35, Fuel=715,28 | Unique solutions: 19043
[Eval 35000] Best: Dist=1403,06, Time=5391,13, Fuel=712,13 | Unique solutions: 22431
[Eval 40000] Best: Dist=1393,60, Time=5391,13, Fuel=705,90 | Unique solutions: 25844
[Eval 45000] Best: Dist=1393,60, Time=5386,58, Fuel=705,90 | Unique solutions: 29386
[Eval 50000] Best: Dist=1389,23, Time=5377,77, Fuel=701,70 | Unique solutions: 32836
[Eval 55000] Best: Dist=1378,79, Time=5371,85, Fuel=696,68 | Unique solutions: 32836
[Eval 60000] Best: Dist=1368,63, Time=5355,26, Fuel=694,95 | Unique solutions: 32836
[Eval 65000] Best: Dist=1364,26, Time=5349,39, Fuel=693,60 | Unique solutions: 32836
[Eval 70000] Best: Dist=1362,90, Time=5349,39, Fuel=689,25 | Unique solutions: 32836
[Eval 75000] Best: Dist=1359,99, Time=5332,43, Fuel=689,25 | Unique solutions: 32836
[Eval 80000] Best: Dist=1351,94, Time=5332,08, Fuel=684,37 | Unique solutions: 32836
[Eval 85000] Best: Dist=1293,91, Time=5318,15, Fuel=654,00 | Unique solutions: 32836
[Eval 90000] Best: Dist=1293,91, Time=5318,15, Fuel=654,00 | Unique solutions: 32836
[Eval 95000] Best: Dist=1289,54, Time=5311,64, Fuel=652,65 | Unique solutions: 32836
[Eval 100000] Best: Dist=1289,13, Time=5304,06, Fuel=649,80 | Unique solutions: 32836
[Eval 105000] Best: Dist=1289,13, Time=5304,06, Fuel=649,80 | Unique solutions: 32836
[Eval 110000] Best: Dist=1286,48, Time=5304,06, Fuel=648,45 | Unique solutions: 32836
[Eval 115000] Best: Dist=1285,29, Time=5300,22, Fuel=647,70 | Unique solutions: 32836
[Eval 120000] Best: Dist=1282,64, Time=5289,71, Fuel=645,68 | Unique solutions: 32836
[Eval 125000] Best: Dist=1269,60, Time=5289,71, Fuel=642,68 | Unique solutions: 32836
[Eval 130000] Best: Dist=1268,00, Time=5287,09, Fuel=642,07 | Unique solutions: 32836
[Eval 135000] Best: Dist=1265,68, Time=5287,09, Fuel=640,35 | Unique solutions: 32836
[Eval 140000] Best: Dist=1263,84, Time=5285,87, Fuel=639,68 | Unique solutions: 32836
[Eval 145000] Best: Dist=1263,84, Time=5285,87, Fuel=639,68 | Unique solutions: 32836
[Eval 150000] Best: Dist=1263,84, Time=5284,65, Fuel=639,68 | Unique solutions: 32836
[Eval 155000] Best: Dist=1263,84, Time=5284,65, Fuel=639,68 | Unique solutions: 32836
[Eval 160000] Best: Dist=1261,52, Time=5279,80, Fuel=637,35 | Unique solutions: 32836
[Eval 165000] Best: Dist=1261,52, Time=5265,61, Fuel=637,35 | Unique solutions: 32836
[Eval 170000] Best: Dist=1261,52, Time=5264,95, Fuel=635,40 | Unique solutions: 32836
