Executando em modo automático:
  Instância: 7
  Algoritmo: NSGA-III
  Tipo: Solomon

Tipo selecionado: Instâncias Solomon

=== MENU DE SELEÇÃO DE INSTÂNCIA ===

Instância selecionada: C107.txt
Number of vehicles: 25
Vehicle capacity: 200
Number of clients: 101

=== NSGA-III para Problema de Roteamento de Veiculos ===

Configuracao do Problema:
- Clientes: 100, Veiculos: 25, Capacidade: 200
- Objetivos: Distancia, Tempo, Combustivel
- Constraints: Capacidade, Time Windows, Cobertura

DEBUG: Seed JMetal: 78357277122020
2026-05-22 16:08:44.440 INFO: Loggers configured with null [org.uma.jmetal.util.JMetalLogger configureLoggers]
2026-05-22 16:08:44.465 INFO: rpssize: 595 [org.uma.jmetal.algorithm.multiobjective.nsgaiii.NSGAIII <init>]
Configuracao do NSGA-III:
- Pop solicitada: 600
- Geracoes: 3000
- Crossover: OnePoint por coluna (Pc=1.0)
- Mutacao: Swap intra+inter rota (Pm=0.01)
- Selecao: Binary Tournament

Iniciando execucao...

DEBUG: Primeira solucao criada - Dist: 1630,64, Tempo: 5842,80, Comb: 823,95
DEBUG: 100 solucoes criadas na inicializacao
DEBUG: 200 solucoes criadas na inicializacao
DEBUG: 300 solucoes criadas na inicializacao
DEBUG: 400 solucoes criadas na inicializacao
DEBUG: 500 solucoes criadas na inicializacao
[Eval 5000] Best: Dist=1548,05, Time=5755,29, Fuel=783,82 | Unique solutions: 2105
[Eval 10000] Best: Dist=1548,05, Time=5721,39, Fuel=783,82 | Unique solutions: 5117
[Eval 15000] Best: Dist=1503,22, Time=5679,12, Fuel=763,50 | Unique solutions: 8323
[Eval 20000] Best: Dist=1481,37, Time=5654,67, Fuel=750,97 | Unique solutions: 11494
[Eval 25000] Best: Dist=1481,37, Time=5631,50, Fuel=750,97 | Unique solutions: 14894
[Eval 30000] Best: Dist=1445,99, Time=5583,44, Fuel=730,95 | Unique solutions: 18567
[Eval 35000] Best: Dist=1439,43, Time=5579,15, Fuel=729,75 | Unique solutions: 22190
[Eval 40000] Best: Dist=1433,64, Time=5572,34, Fuel=726,45 | Unique solutions: 25622
[Eval 45000] Best: Dist=1433,64, Time=5572,34, Fuel=726,45 | Unique solutions: 28932
[Eval 50000] Best: Dist=1428,08, Time=5570,77, Fuel=725,40 | Unique solutions: 32257
[Eval 55000] Best: Dist=1427,23, Time=5554,80, Fuel=721,50 | Unique solutions: 32257
[Eval 60000] Best: Dist=1424,84, Time=5536,12, Fuel=718,35 | Unique solutions: 32257
[Eval 65000] Best: Dist=1424,72, Time=5533,53, Fuel=718,35 | Unique solutions: 32257
[Eval 70000] Best: Dist=1410,10, Time=5520,30, Fuel=717,38 | Unique solutions: 32257
[Eval 75000] Best: Dist=1410,10, Time=5517,71, Fuel=717,38 | Unique solutions: 32257
[Eval 80000] Best: Dist=1410,10, Time=5517,71, Fuel=717,38 | Unique solutions: 32257
[Eval 85000] Best: Dist=1404,54, Time=5512,18, Fuel=716,33 | Unique solutions: 32257
[Eval 90000] Best: Dist=1404,54, Time=5490,81, Fuel=716,33 | Unique solutions: 32257
[Eval 95000] Best: Dist=1404,54, Time=5472,29, Fuel=716,33 | Unique solutions: 32257
[Eval 100000] Best: Dist=1392,07, Time=5472,29, Fuel=707,78 | Unique solutions: 32257
[Eval 105000] Best: Dist=1370,57, Time=5463,51, Fuel=694,50 | Unique solutions: 32257
[Eval 110000] Best: Dist=1370,57, Time=5462,56, Fuel=694,50 | Unique solutions: 32257
[Eval 115000] Best: Dist=1370,57, Time=5462,56, Fuel=694,50 | Unique solutions: 32257
[Eval 120000] Best: Dist=1367,23, Time=5456,56, Fuel=693,45 | Unique solutions: 32257
[Eval 125000] Best: Dist=1367,23, Time=5447,69, Fuel=693,45 | Unique solutions: 32257
[Eval 130000] Best: Dist=1367,23, Time=5447,69, Fuel=693,45 | Unique solutions: 32257
[Eval 135000] Best: Dist=1365,25, Time=5441,38, Fuel=693,45 | Unique solutions: 32257
[Eval 140000] Best: Dist=1358,87, Time=5441,38, Fuel=689,10 | Unique solutions: 32257
[Eval 145000] Best: Dist=1358,87, Time=5440,58, Fuel=689,10 | Unique solutions: 32257
[Eval 150000] Best: Dist=1356,48, Time=5436,00, Fuel=689,10 | Unique solutions: 32257
[Eval 155000] Best: Dist=1356,48, Time=5436,00, Fuel=689,10 | Unique solutions: 32257
[Eval 160000] Best: Dist=1352,72, Time=5430,48, Fuel=685,95 | Unique solutions: 32257
[Eval 165000] Best: Dist=1352,21, Time=5430,48, Fuel=685,05 | Unique solutions: 32257
[Eval 170000] Best: Dist=1352,21, Time=5430,48, Fuel=685,05 | Unique solutions: 32257
[Eval 175000] Best: Dist=1348,45, Time=5427,69, Fuel=685,05 | Unique solutions: 32257
[Eval 180000] Best: Dist=1348,45, Time=5420,71, Fuel=685,05 | Unique solutions: 32257
[Eval 185000] Best: Dist=1305,33, Time=5398,27, Fuel=664,20 | Unique solutions: 32257
[Eval 190000] Best: Dist=1305,33, Time=5398,27, Fuel=664,20 | Unique solutions: 32257
[Eval 195000] Best: Dist=1305,33, Time=5385,21, Fuel=664,20 | Unique solutions: 32257
[Eval 200000] Best: Dist=1304,42, Time=5385,21, Fuel=663,97 | Unique solutions: 32257
[Eval 205000] Best: Dist=1303,99, Time=5385,21, Fuel=663,97 | Unique solutions: 32257
[Eval 210000] Best: Dist=1303,99, Time=5385,21, Fuel=663,97 | Unique solutions: 32257
