Subpopulacao\Geracao	gFinal
NSGA3_DistanciaMin	1697,50
NSGA3_TempoMin	1529,85
NSGA3_CombustivelMin	859,05
NSGA3_DistanciaMedia	1708,47
NSGA3_TempoMedio	1532,48
NSGA3_CombustivelMedio	864,88
NSGA3_FitnessPonderadoMin	4099,94
NSGA3_FitnessPonderadoMedio	4110,09
NSGA3_TamanhoFrente	9
TempoExecucao(ms)	469981
Parametros	Pop=600; Geracoes=3000; Pc=1,00; Pm=0,01

=== DIAGNOSTICO ===
Solucoes criadas: 596
Total avaliacoes: 1788596
Solucoes unicas: 14870

=== HISTORICO DE EVOLUCAO ===
Eval	BestDist	BestTime	BestFuel
5000	1764,94	1587,90	894,60
10000	1764,94	1587,90	894,60
15000	1741,01	1572,89	881,55
20000	1741,01	1572,89	881,55
25000	1737,21	1571,00	878,47
30000	1737,21	1571,00	878,47
35000	1737,21	1571,00	878,47
40000	1737,21	1568,15	878,47
45000	1736,56	1568,15	878,47
50000	1736,56	1567,78	878,47
55000	1736,56	1567,78	878,47
60000	1736,56	1567,15	878,47
65000	1736,56	1567,15	877,65
70000	1733,83	1565,51	877,35
75000	1733,83	1565,51	877,35
80000	1733,83	1565,51	876,38
85000	1733,83	1565,51	876,38
90000	1733,83	1565,51	876,38
95000	1733,83	1558,02	876,38
100000	1733,83	1558,02	876,38
105000	1733,83	1558,02	876,38
110000	1733,83	1558,02	876,38
115000	1733,83	1558,02	876,38
120000	1733,83	1557,56	876,38
125000	1733,83	1557,56	876,38
130000	1733,83	1557,56	876,38
135000	1729,37	1557,56	873,45
140000	1728,37	1557,56	873,45
145000	1728,37	1557,56	873,45
150000	1728,37	1557,56	873,45
155000	1728,37	1557,56	873,45
160000	1728,37	1557,56	873,45
165000	1728,37	1557,56	873,45
170000	1728,37	1552,26	873,45
175000	1726,06	1552,26	873,00
180000	1726,06	1552,26	873,00
185000	1726,06	1552,26	873,00
190000	1719,28	1552,26	873,00
195000	1716,72	1552,26	873,00
200000	1716,72	1552,26	873,00
205000	1716,72	1552,26	873,00
210000	1716,72	1552,26	873,00
215000	1716,72	1552,26	873,00
220000	1716,72	1552,26	873,00
225000	1716,72	1552,26	873,00
230000	1716,72	1552,26	873,00
235000	1716,72	1552,26	873,00
240000	1716,72	1552,26	873,00
245000	1716,72	1552,26	873,00
250000	1716,72	1552,26	873,00
255000	1716,72	1552,01	873,00
260000	1716,72	1552,01	872,02
265000	1716,72	1552,01	872,02
270000	1716,72	1552,01	872,02
275000	1716,72	1552,01	872,02
280000	1716,72	1552,01	872,02
285000	1714,83	1552,01	872,02
290000	1714,83	1552,01	872,02
295000	1714,83	1552,01	872,02
300000	1714,83	1552,01	869,93
305000	1714,83	1552,01	869,93
310000	1712,27	1552,01	869,93
315000	1712,27	1552,01	869,93
320000	1712,27	1550,98	869,93
325000	1712,27	1550,98	869,93
330000	1712,27	1549,85	869,10
335000	1712,27	1549,85	869,10
340000	1712,27	1549,85	869,10
345000	1712,27	1549,85	868,13
350000	1712,27	1549,85	868,13
355000	1712,27	1549,85	868,13
360000	1712,27	1549,73	868,13
365000	1712,27	1549,73	868,13
370000	1712,27	1548,57	868,13
375000	1712,27	1548,57	868,13
380000	1711,52	1548,57	868,13
385000	1710,57	1548,57	868,13
390000	1710,57	1548,57	868,13
395000	1710,57	1548,57	868,13
400000	1710,57	1548,57	868,13
405000	1710,57	1548,57	868,13
410000	1710,57	1543,31	868,13
415000	1710,57	1543,31	868,13
420000	1710,57	1543,31	868,13
425000	1710,57	1543,31	868,13
430000	1709,50	1543,31	868,13
435000	1709,50	1543,31	868,13
440000	1709,50	1543,31	868,13
445000	1709,50	1543,31	868,13
450000	1709,50	1543,31	868,13
455000	1709,50	1543,31	868,13
460000	1709,50	1543,31	868,13
465000	1709,50	1543,31	867,30
470000	1709,50	1543,31	867,30
475000	1709,50	1543,31	867,30
