Subpopulacao\Geracao	gFinal
NSGA3_DistanciaMin	1251,12
NSGA3_TempoMin	5434,18
NSGA3_CombustivelMin	635,40
NSGA3_DistanciaMedia	1254,32
NSGA3_TempoMedio	5442,11
NSGA3_CombustivelMedio	635,89
NSGA3_FitnessPonderadoMin	7325,19
NSGA3_FitnessPonderadoMedio	7335,06
NSGA3_TamanhoFrente	4
TempoExecucao(ms)	495148
Parametros	Pop=600; Geracoes=3000; Pc=1,00; Pm=0,01

=== DIAGNOSTICO ===
Solucoes criadas: 596
Total avaliacoes: 1788596
Solucoes unicas: 29629

=== HISTORICO DE EVOLUCAO ===
Eval	BestDist	BestTime	BestFuel
5000	1456,38	5628,56	745,50
10000	1440,82	5621,05	735,52
15000	1440,82	5621,05	733,87
20000	1411,90	5610,26	717,75
25000	1391,57	5607,50	707,78
30000	1367,91	5606,22	693,00
35000	1350,95	5602,77	688,12
40000	1340,27	5598,01	681,22
45000	1311,50	5552,91	667,72
50000	1311,50	5550,47	667,72
55000	1299,73	5535,48	660,30
60000	1299,73	5518,84	660,30
65000	1299,73	5518,17	660,30
70000	1298,89	5515,63	658,35
75000	1298,89	5515,63	658,35
80000	1297,34	5515,63	655,72
85000	1297,34	5515,63	655,72
90000	1297,34	5515,63	655,72
95000	1297,34	5515,63	655,72
100000	1296,02	5515,63	655,72
105000	1296,02	5515,63	655,72
110000	1295,30	5515,63	655,72
115000	1295,30	5515,63	655,72
120000	1294,65	5472,72	654,30
125000	1289,80	5472,72	654,15
130000	1289,80	5472,72	654,07
135000	1289,07	5466,13	654,07
140000	1288,51	5466,13	654,07
145000	1288,51	5466,13	654,07
150000	1288,51	5466,13	654,07
155000	1288,51	5444,16	654,07
160000	1288,51	5444,16	651,15
165000	1287,91	5444,16	651,15
170000	1286,44	5444,16	651,15
175000	1284,22	5444,16	648,83
180000	1284,22	5444,16	648,83
185000	1284,22	5444,16	648,83
190000	1284,22	5444,16	648,83
195000	1284,22	5444,16	648,83
200000	1284,22	5444,16	648,83
205000	1281,68	5444,16	648,38
210000	1281,68	5444,16	648,38
215000	1281,68	5444,16	648,38
220000	1281,68	5444,16	648,38
225000	1281,68	5444,16	648,38
230000	1281,68	5444,16	648,38
235000	1281,68	5444,16	648,38
240000	1277,58	5444,16	648,38
245000	1277,58	5444,16	648,38
250000	1277,58	5442,97	648,38
255000	1277,58	5442,97	648,38
260000	1277,58	5442,97	648,38
265000	1277,58	5442,97	648,38
270000	1277,32	5442,97	648,38
275000	1277,32	5434,18	648,38
280000	1277,32	5434,18	648,38
285000	1273,22	5434,18	648,38
290000	1273,22	5434,18	648,38
295000	1273,22	5434,18	648,38
300000	1273,22	5434,18	647,93
305000	1273,22	5434,18	647,93
310000	1265,39	5434,18	644,63
315000	1265,39	5434,18	644,63
320000	1265,39	5434,18	644,63
325000	1265,39	5434,18	642,15
330000	1265,39	5434,18	642,15
