Executando em modo automático:
  Instância: 3
  Algoritmo: NSGA-III
  Tipo: Solomon

Tipo selecionado: Instâncias Solomon

=== MENU DE SELEÇÃO DE INSTÂNCIA ===

Instância selecionada: C103.txt
Number of vehicles: 25
Vehicle capacity: 200
Number of clients: 101

=== NSGA-III para Problema de Roteamento de Veiculos ===

Configuracao do Problema:
- Clientes: 100, Veiculos: 25, Capacidade: 200
- Objetivos: Distancia, Tempo, Combustivel
- Constraints: Capacidade, Time Windows, Cobertura

DEBUG: Seed JMetal: 60159926168036
2026-05-22 11:20:56.063 INFO: Loggers configured with null [org.uma.jmetal.util.JMetalLogger configureLoggers]
2026-05-22 11:20:56.090 INFO: rpssize: 595 [org.uma.jmetal.algorithm.multiobjective.nsgaiii.NSGAIII <init>]
Configuracao do NSGA-III:
- Pop solicitada: 600
- Geracoes: 3000
- Crossover: OnePoint por coluna (Pc=1.0)
- Mutacao: Swap intra+inter rota (Pm=0.01)
- Selecao: Binary Tournament

Iniciando execucao...

DEBUG: Primeira solucao criada - Dist: 1671,60, Tempo: 6213,68, Comb: 849,52
DEBUG: 100 solucoes criadas na inicializacao
DEBUG: 200 solucoes criadas na inicializacao
DEBUG: 300 solucoes criadas na inicializacao
DEBUG: 400 solucoes criadas na inicializacao
DEBUG: 500 solucoes criadas na inicializacao
[Eval 5000] Best: Dist=1591,34, Time=6168,56, Fuel=806,03 | Unique solutions: 1958
[Eval 10000] Best: Dist=1578,01, Time=6093,56, Fuel=799,95 | Unique solutions: 5076
[Eval 15000] Best: Dist=1555,08, Time=6051,32, Fuel=788,63 | Unique solutions: 8167
[Eval 20000] Best: Dist=1546,59, Time=6041,15, Fuel=784,88 | Unique solutions: 11510
[Eval 25000] Best: Dist=1541,03, Time=6034,01, Fuel=783,30 | Unique solutions: 14859
[Eval 30000] Best: Dist=1501,23, Time=5956,60, Fuel=764,40 | Unique solutions: 18002
[Eval 35000] Best: Dist=1493,91, Time=5949,24, Fuel=759,30 | Unique solutions: 21238
[Eval 40000] Best: Dist=1467,36, Time=5946,77, Fuel=748,72 | Unique solutions: 24273
[Eval 45000] Best: Dist=1458,87, Time=5940,43, Fuel=745,12 | Unique solutions: 27696
[Eval 50000] Best: Dist=1455,38, Time=5931,51, Fuel=739,65 | Unique solutions: 30920
[Eval 55000] Best: Dist=1447,12, Time=5906,64, Fuel=738,22 | Unique solutions: 30920
[Eval 60000] Best: Dist=1445,89, Time=5900,65, Fuel=734,85 | Unique solutions: 30920
[Eval 65000] Best: Dist=1440,44, Time=5893,09, Fuel=733,57 | Unique solutions: 30920
[Eval 70000] Best: Dist=1436,20, Time=5886,82, Fuel=730,12 | Unique solutions: 30920
[Eval 75000] Best: Dist=1422,29, Time=5885,03, Fuel=726,15 | Unique solutions: 30920
[Eval 80000] Best: Dist=1421,92, Time=5885,01, Fuel=725,85 | Unique solutions: 30920
[Eval 85000] Best: Dist=1415,46, Time=5871,85, Fuel=722,70 | Unique solutions: 30920
[Eval 90000] Best: Dist=1413,13, Time=5871,85, Fuel=719,48 | Unique solutions: 30920
[Eval 95000] Best: Dist=1395,55, Time=5868,57, Fuel=712,95 | Unique solutions: 30920
[Eval 100000] Best: Dist=1395,55, Time=5867,24, Fuel=710,47 | Unique solutions: 30920
[Eval 105000] Best: Dist=1394,81, Time=5867,24, Fuel=710,47 | Unique solutions: 30920
[Eval 110000] Best: Dist=1393,99, Time=5867,04, Fuel=707,32 | Unique solutions: 30920
[Eval 115000] Best: Dist=1392,18, Time=5865,70, Fuel=704,85 | Unique solutions: 30920
[Eval 120000] Best: Dist=1385,78, Time=5863,54, Fuel=697,95 | Unique solutions: 30920
[Eval 125000] Best: Dist=1385,78, Time=5861,39, Fuel=697,95 | Unique solutions: 30920
[Eval 130000] Best: Dist=1384,16, Time=5861,39, Fuel=697,50 | Unique solutions: 30920
[Eval 135000] Best: Dist=1383,35, Time=5860,39, Fuel=697,50 | Unique solutions: 30920
[Eval 140000] Best: Dist=1382,39, Time=5860,39, Fuel=697,50 | Unique solutions: 30920
[Eval 145000] Best: Dist=1382,39, Time=5859,84, Fuel=697,50 | Unique solutions: 30920
[Eval 150000] Best: Dist=1372,57, Time=5849,92, Fuel=692,78 | Unique solutions: 30920
[Eval 155000] Best: Dist=1372,57, Time=5849,92, Fuel=692,78 | Unique solutions: 30920
[Eval 160000] Best: Dist=1372,57, Time=5848,09, Fuel=692,78 | Unique solutions: 30920
[Eval 165000] Best: Dist=1372,57, Time=5848,09, Fuel=692,78 | Unique solutions: 30920
[Eval 170000] Best: Dist=1372,57, Time=5848,09, Fuel=692,78 | Unique solutions: 30920
[Eval 175000] Best: Dist=1372,57, Time=5848,09, Fuel=692,78 | Unique solutions: 30920
[Eval 180000] Best: Dist=1372,57, Time=5829,24, Fuel=692,78 | Unique solutions: 30920
[Eval 185000] Best: Dist=1372,57, Time=5804,07, Fuel=692,78 | Unique solutions: 30920
[Eval 190000] Best: Dist=1372,57, Time=5804,07, Fuel=692,78 | Unique solutions: 30920
[Eval 195000] Best: Dist=1372,57, Time=5804,07, Fuel=692,78 | Unique solutions: 30920
[Eval 200000] Best: Dist=1372,57, Time=5802,49, Fuel=692,78 | Unique solutions: 30920
[Eval 205000] Best: Dist=1372,57, Time=5802,49, Fuel=692,78 | Unique solutions: 30920
[Eval 210000] Best: Dist=1372,57, Time=5795,13, Fuel=692,78 | Unique solutions: 30920
[Eval 215000] Best: Dist=1372,57, Time=5795,13, Fuel=692,78 | Unique solutions: 30920
[Eval 220000] Best: Dist=1371,06, Time=5779,19, Fuel=692,78 | Unique solutions: 30920
[Eval 225000] Best: Dist=1371,06, Time=5779,19, Fuel=692,78 | Unique solutions: 30920
[Eval 230000] Best: Dist=1371,06, Time=5779,19, Fuel=692,78 | Unique solutions: 30920
[Eval 235000] Best: Dist=1369,04, Time=5774,75, Fuel=692,78 | Unique solutions: 30920
[Eval 240000] Best: Dist=1363,49, Time=5774,75, Fuel=691,80 | Unique solutions: 30920
[Eval 245000] Best: Dist=1363,49, Time=5774,75, Fuel=691,80 | Unique solutions: 30920
[Eval 250000] Best: Dist=1363,49, Time=5774,75, Fuel=691,80 | Unique solutions: 30920
[Eval 255000] Best: Dist=1363,49, Time=5763,25, Fuel=691,80 | Unique solutions: 30920
[Eval 260000] Best: Dist=1363,49, Time=5753,35, Fuel=687,82 | Unique solutions: 30920
[Eval 265000] Best: Dist=1363,49, Time=5753,35, Fuel=687,82 | Unique solutions: 30920
[Eval 270000] Best: Dist=1363,49, Time=5753,35, Fuel=687,82 | Unique solutions: 30920
[Eval 275000] Best: Dist=1363,49, Time=5715,71, Fuel=687,82 | Unique solutions: 30920
[Eval 280000] Best: Dist=1361,51, Time=5715,71, Fuel=687,82 | Unique solutions: 30920
[Eval 285000] Best: Dist=1361,51, Time=5701,44, Fuel=687,82 | Unique solutions: 30920
[Eval 290000] Best: Dist=1361,51, Time=5701,44, Fuel=687,82 | Unique solutions: 30920
[Eval 295000] Best: Dist=1361,51, Time=5701,44, Fuel=687,82 | Unique solutions: 30920
[Eval 300000] Best: Dist=1361,51, Time=5701,08, Fuel=687,82 | Unique solutions: 30920
[Eval 305000] Best: Dist=1361,51, Time=5695,49, Fuel=687,82 | Unique solutions: 30920
[Eval 310000] Best: Dist=1361,51, Time=5695,49, Fuel=687,82 | Unique solutions: 30920
[Eval 315000] Best: Dist=1361,51, Time=5695,49, Fuel=687,82 | Unique solutions: 30920
[Eval 320000] Best: Dist=1361,51, Time=5691,30, Fuel=687,82 | Unique solutions: 30920
[Eval 325000] Best: Dist=1361,51, Time=5682,20, Fuel=687,82 | Unique solutions: 30920
[Eval 330000] Best: Dist=1361,51, Time=5682,20, Fuel=687,82 | Unique solutions: 30920
[Eval 335000] Best: Dist=1359,07, Time=5682,20, Fuel=687,82 | Unique solutions: 30920
[Eval 340000] Best: Dist=1359,07, Time=5682,20, Fuel=687,82 | Unique solutions: 30920
[Eval 345000] Best: Dist=1359,07, Time=5679,39, Fuel=687,82 | Unique solutions: 30920
[Eval 350000] Best: Dist=1359,07, Time=5679,39, Fuel=687,82 | Unique solutions: 30920
[Eval 355000] Best: Dist=1359,07, Time=5666,23, Fuel=687,82 | Unique solutions: 30920
[Eval 360000] Best: Dist=1359,07, Time=5666,23, Fuel=687,82 | Unique solutions: 30920
[Eval 365000] Best: Dist=1359,07, Time=5666,23, Fuel=687,82 | Unique solutions: 30920
[Eval 370000] Best: Dist=1359,07, Time=5666,23, Fuel=687,82 | Unique solutions: 30920
[Eval 375000] Best: Dist=1359,07, Time=5654,47, Fuel=687,82 | Unique solutions: 30920
[Eval 380000] Best: Dist=1359,07, Time=5654,47, Fuel=687,82 | Unique solutions: 30920
[Eval 385000] Best: Dist=1359,07, Time=5654,47, Fuel=687,82 | Unique solutions: 30920
[Eval 390000] Best: Dist=1359,07, Time=5654,47, Fuel=687,82 | Unique solutions: 30920
[Eval 395000] Best: Dist=1359,07, Time=5651,05, Fuel=687,82 | Unique solutions: 30920
[Eval 400000] Best: Dist=1359,07, Time=5650,09, Fuel=687,82 | Unique solutions: 30920
[Eval 405000] Best: Dist=1359,07, Time=5650,09, Fuel=687,82 | Unique solutions: 30920
[Eval 410000] Best: Dist=1359,07, Time=5650,09, Fuel=687,82 | Unique solutions: 30920
[Eval 415000] Best: Dist=1359,07, Time=5650,09, Fuel=687,82 | Unique solutions: 30920
[Eval 420000] Best: Dist=1359,07, Time=5650,09, Fuel=687,82 | Unique solutions: 30920
[Eval 425000] Best: Dist=1359,07, Time=5650,09, Fuel=687,82 | Unique solutions: 30920
[Eval 430000] Best: Dist=1359,07, Time=5650,09, Fuel=687,82 | Unique solutions: 30920
[Eval 435000] Best: Dist=1359,07, Time=5650,09, Fuel=687,82 | Unique solutions: 30920
[Eval 440000] Best: Dist=1359,07, Time=5650,09, Fuel=687,82 | Unique solutions: 30920
[Eval 445000] Best: Dist=1359,07, Time=5650,09, Fuel=687,82 | Unique solutions: 30920
[Eval 450000] Best: Dist=1359,07, Time=5650,09, Fuel=687,82 | Unique solutions: 30920
[Eval 455000] Best: Dist=1359,07, Time=5650,09, Fuel=687,82 | Unique solutions: 30920
[Eval 460000] Best: Dist=1359,07, Time=5648,54, Fuel=687,82 | Unique solutions: 30920
[Eval 465000] Best: Dist=1359,07, Time=5648,54, Fuel=687,82 | Unique solutions: 30920
[Eval 470000] Best: Dist=1359,07, Time=5648,54, Fuel=687,82 | Unique solutions: 30920
[Eval 475000] Best: Dist=1359,07, Time=5648,54, Fuel=687,82 | Unique solutions: 30920
[Eval 480000] Best: Dist=1359,07, Time=5648,54, Fuel=687,82 | Unique solutions: 30920
[Eval 485000] Best: Dist=1359,07, Time=5648,54, Fuel=687,82 | Unique solutions: 30920
[Eval 490000] Best: Dist=1359,07, Time=5648,54, Fuel=687,82 | Unique solutions: 30920
[Eval 495000] Best: Dist=1359,07, Time=5648,54, Fuel=687,82 | Unique solutions: 30920
[Eval 500000] Best: Dist=1359,07, Time=5648,54, Fuel=687,82 | Unique solutions: 30920
[Eval 505000] Best: Dist=1359,07, Time=5647,85, Fuel=687,82 | Unique solutions: 30920
[Eval 510000] Best: Dist=1359,07, Time=5647,85, Fuel=687,82 | Unique solutions: 30920
[Eval 515000] Best: Dist=1359,07, Time=5647,85, Fuel=687,82 | Unique solutions: 30920
[Eval 520000] Best: Dist=1359,07, Time=5647,85, Fuel=687,82 | Unique solutions: 30920
[Eval 525000] Best: Dist=1359,07, Time=5647,85, Fuel=687,82 | Unique solutions: 30920
[Eval 530000] Best: Dist=1359,07, Time=5647,85, Fuel=687,82 | Unique solutions: 30920
[Eval 535000] Best: Dist=1359,07, Time=5647,85, Fuel=687,82 | Unique solutions: 30920
[Eval 540000] Best: Dist=1359,07, Time=5647,02, Fuel=687,82 | Unique solutions: 30920
[Eval 545000] Best: Dist=1359,07, Time=5647,02, Fuel=687,82 | Unique solutions: 30920
[Eval 550000] Best: Dist=1359,07, Time=5647,02, Fuel=687,82 | Unique solutions: 30920
[Eval 555000] Best: Dist=1359,07, Time=5647,02, Fuel=687,82 | Unique solutions: 30920
[Eval 560000] Best: Dist=1359,07, Time=5644,38, Fuel=687,82 | Unique solutions: 30920
[Eval 565000] Best: Dist=1359,07, Time=5644,38, Fuel=687,82 | Unique solutions: 30920
[Eval 570000] Best: Dist=1359,07, Time=5644,38, Fuel=687,82 | Unique solutions: 30920
[Eval 575000] Best: Dist=1359,07, Time=5643,25, Fuel=687,82 | Unique solutions: 30920
[Eval 580000] Best: Dist=1359,07, Time=5643,25, Fuel=687,38 | Unique solutions: 30920
[Eval 585000] Best: Dist=1359,07, Time=5641,94, Fuel=687,38 | Unique solutions: 30920
[Eval 590000] Best: Dist=1359,07, Time=5641,94, Fuel=687,38 | Unique solutions: 30920
[Eval 595000] Best: Dist=1359,07, Time=5641,94, Fuel=687,38 | Unique solutions: 30920
[Eval 600000] Best: Dist=1358,56, Time=5641,94, Fuel=687,38 | Unique solutions: 30920
[Eval 605000] Best: Dist=1358,56, Time=5641,94, Fuel=687,38 | Unique solutions: 30920
[Eval 610000] Best: Dist=1358,56, Time=5641,94, Fuel=687,38 | Unique solutions: 30920
[Eval 615000] Best: Dist=1358,56, Time=5641,94, Fuel=687,38 | Unique solutions: 30920
[Eval 620000] Best: Dist=1358,56, Time=5641,94, Fuel=687,38 | Unique solutions: 30920
[Eval 625000] Best: Dist=1358,56, Time=5641,94, Fuel=687,38 | Unique solutions: 30920
[Eval 630000] Best: Dist=1358,56, Time=5641,94, Fuel=687,38 | Unique solutions: 30920
[Eval 635000] Best: Dist=1358,56, Time=5641,94, Fuel=687,38 | Unique solutions: 30920
[Eval 640000] Best: Dist=1358,56, Time=5641,94, Fuel=687,30 | Unique solutions: 30920
[Eval 645000] Best: Dist=1358,56, Time=5641,94, Fuel=687,30 | Unique solutions: 30920
[Eval 650000] Best: Dist=1358,56, Time=5641,94, Fuel=687,30 | Unique solutions: 30920
[Eval 655000] Best: Dist=1358,56, Time=5641,94, Fuel=687,30 | Unique solutions: 30920
[Eval 660000] Best: Dist=1358,56, Time=5641,94, Fuel=687,30 | Unique solutions: 30920
[Eval 665000] Best: Dist=1358,56, Time=5641,94, Fuel=687,30 | Unique solutions: 30920
[Eval 670000] Best: Dist=1358,56, Time=5641,94, Fuel=687,30 | Unique solutions: 30920
[Eval 675000] Best: Dist=1358,56, Time=5641,94, Fuel=687,30 | Unique solutions: 30920
[Eval 680000] Best: Dist=1358,56, Time=5641,94, Fuel=687,30 | Unique solutions: 30920
[Eval 685000] Best: Dist=1358,56, Time=5641,94, Fuel=687,30 | Unique solutions: 30920
[Eval 690000] Best: Dist=1358,56, Time=5641,94, Fuel=687,30 | Unique solutions: 30920
[Eval 695000] Best: Dist=1358,56, Time=5641,94, Fuel=687,30 | Unique solutions: 30920
[Eval 700000] Best: Dist=1358,56, Time=5641,94, Fuel=687,30 | Unique solutions: 30920
[Eval 705000] Best: Dist=1358,56, Time=5641,94, Fuel=687,30 | Unique solutions: 30920
[Eval 710000] Best: Dist=1358,56, Time=5641,94, Fuel=687,30 | Unique solutions: 30920
[Eval 715000] Best: Dist=1358,56, Time=5639,80, Fuel=687,30 | Unique solutions: 30920
[Eval 720000] Best: Dist=1358,56, Time=5639,80, Fuel=687,30 | Unique solutions: 30920
[Eval 725000] Best: Dist=1358,56, Time=5639,80, Fuel=687,30 | Unique solutions: 30920
[Eval 730000] Best: Dist=1358,56, Time=5639,80, Fuel=687,30 | Unique solutions: 30920
[Eval 735000] Best: Dist=1358,56, Time=5639,80, Fuel=687,30 | Unique solutions: 30920
[Eval 740000] Best: Dist=1358,56, Time=5637,79, Fuel=687,30 | Unique solutions: 30920
[Eval 745000] Best: Dist=1358,56, Time=5637,79, Fuel=687,30 | Unique solutions: 30920
[Eval 750000] Best: Dist=1358,56, Time=5637,79, Fuel=687,30 | Unique solutions: 30920
[Eval 755000] Best: Dist=1358,56, Time=5637,79, Fuel=687,30 | Unique solutions: 30920
[Eval 760000] Best: Dist=1358,56, Time=5632,42, Fuel=687,30 | Unique solutions: 30920
[Eval 765000] Best: Dist=1358,56, Time=5632,42, Fuel=687,30 | Unique solutions: 30920
[Eval 770000] Best: Dist=1358,56, Time=5631,92, Fuel=687,30 | Unique solutions: 30920
[Eval 775000] Best: Dist=1358,56, Time=5631,92, Fuel=687,30 | Unique solutions: 30920
[Eval 780000] Best: Dist=1358,56, Time=5631,92, Fuel=687,30 | Unique solutions: 30920
[Eval 785000] Best: Dist=1358,56, Time=5631,92, Fuel=687,30 | Unique solutions: 30920
[Eval 790000] Best: Dist=1358,56, Time=5631,92, Fuel=687,30 | Unique solutions: 30920
[Eval 795000] Best: Dist=1358,56, Time=5631,92, Fuel=687,30 | Unique solutions: 30920
[Eval 800000] Best: Dist=1358,56, Time=5631,92, Fuel=687,30 | Unique solutions: 30920
[Eval 805000] Best: Dist=1358,56, Time=5631,09, Fuel=687,30 | Unique solutions: 30920
[Eval 810000] Best: Dist=1358,56, Time=5631,09, Fuel=687,30 | Unique solutions: 30920
[Eval 815000] Best: Dist=1358,56, Time=5631,09, Fuel=687,30 | Unique solutions: 30920
[Eval 820000] Best: Dist=1358,56, Time=5631,09, Fuel=687,30 | Unique solutions: 30920
[Eval 825000] Best: Dist=1358,56, Time=5631,09, Fuel=687,30 | Unique solutions: 30920
[Eval 830000] Best: Dist=1358,56, Time=5631,09, Fuel=687,30 | Unique solutions: 30920
[Eval 835000] Best: Dist=1358,56, Time=5629,39, Fuel=687,30 | Unique solutions: 30920
[Eval 840000] Best: Dist=1358,56, Time=5629,39, Fuel=687,30 | Unique solutions: 30920
[Eval 845000] Best: Dist=1358,56, Time=5629,39, Fuel=687,30 | Unique solutions: 30920
[Eval 850000] Best: Dist=1358,56, Time=5629,39, Fuel=687,30 | Unique solutions: 30920
[Eval 855000] Best: Dist=1358,56, Time=5629,39, Fuel=687,30 | Unique solutions: 30920
[Eval 860000] Best: Dist=1358,56, Time=5629,39, Fuel=687,30 | Unique solutions: 30920
[Eval 865000] Best: Dist=1358,56, Time=5629,39, Fuel=687,30 | Unique solutions: 30920
[Eval 870000] Best: Dist=1358,56, Time=5629,39, Fuel=687,30 | Unique solutions: 30920
[Eval 875000] Best: Dist=1358,56, Time=5629,39, Fuel=687,30 | Unique solutions: 30920
[Eval 880000] Best: Dist=1358,56, Time=5629,39, Fuel=687,30 | Unique solutions: 30920
[Eval 885000] Best: Dist=1358,56, Time=5629,39, Fuel=687,30 | Unique solutions: 30920
[Eval 890000] Best: Dist=1358,56, Time=5629,39, Fuel=687,30 | Unique solutions: 30920
[Eval 895000] Best: Dist=1358,56, Time=5629,39, Fuel=687,30 | Unique solutions: 30920
