Subpopulacao\Geracao	gFinal
NSGA3_DistanciaMin	1253,06
NSGA3_TempoMin	5515,51
NSGA3_CombustivelMin	628,95
NSGA3_DistanciaMedia	1273,37
NSGA3_TempoMedio	5584,88
NSGA3_CombustivelMedio	641,69
NSGA3_FitnessPonderadoMin	7452,11
NSGA3_FitnessPonderadoMedio	7502,70
NSGA3_TamanhoFrente	16
TempoExecucao(ms)	498153
Parametros	Pop=600; Geracoes=3000; Pc=1,00; Pm=0,01

=== DIAGNOSTICO ===
Solucoes criadas: 596
Total avaliacoes: 1788596
Solucoes unicas: 31623

=== HISTORICO DE EVOLUCAO ===
Eval	BestDist	BestTime	BestFuel
5000	1608,44	6167,99	817,72
10000	1581,54	6156,43	801,83
15000	1546,59	6141,48	784,88
20000	1545,82	6074,27	783,23
25000	1539,13	6045,76	780,15
30000	1514,38	5973,42	768,90
35000	1511,16	5967,02	765,82
40000	1491,17	5957,18	757,73
45000	1472,49	5939,11	747,30
50000	1429,75	5933,24	725,55
55000	1399,47	5917,11	709,43
60000	1393,14	5901,27	706,43
65000	1366,95	5896,93	692,70
70000	1358,35	5893,02	685,80
75000	1354,85	5885,37	684,30
80000	1340,60	5881,72	676,80
85000	1339,62	5878,94	676,80
90000	1336,86	5874,02	676,12
95000	1333,90	5870,21	676,12
100000	1331,71	5864,25	676,12
105000	1330,36	5864,25	674,62
110000	1329,38	5861,94	674,62
115000	1327,81	5861,94	674,62
120000	1327,19	5858,14	674,62
125000	1324,85	5858,14	674,62
130000	1324,85	5858,14	674,62
135000	1324,85	5856,97	674,62
140000	1324,85	5856,97	674,62
145000	1324,85	5850,16	673,43
150000	1324,85	5850,16	673,43
155000	1324,85	5850,16	673,43
160000	1324,85	5848,47	672,15
165000	1324,85	5848,47	672,15
170000	1323,18	5848,47	670,43
175000	1323,04	5841,36	670,43
180000	1323,04	5841,36	670,43
185000	1323,04	5838,58	670,43
190000	1323,04	5838,58	670,43
195000	1321,56	5834,77	669,97
200000	1321,56	5834,77	669,97
205000	1321,56	5834,03	669,97
210000	1321,56	5817,68	669,97
215000	1321,56	5817,68	669,97
220000	1321,56	5817,68	669,97
225000	1321,56	5817,48	669,97
230000	1321,56	5815,64	669,97
235000	1321,56	5815,64	669,97
240000	1321,56	5815,64	669,97
245000	1321,56	5811,22	669,97
250000	1321,56	5811,22	669,97
255000	1321,56	5811,22	669,97
260000	1321,56	5807,80	669,97
265000	1321,56	5805,92	669,97
270000	1321,56	5805,92	669,97
275000	1321,56	5805,92	669,97
280000	1321,56	5805,92	669,97
285000	1320,65	5805,92	669,97
290000	1320,65	5805,05	669,97
295000	1320,65	5805,05	669,97
300000	1320,65	5804,92	669,97
305000	1319,83	5804,92	669,97
310000	1319,83	5804,92	669,97
315000	1319,83	5804,16	669,97
320000	1319,83	5804,16	669,97
325000	1319,83	5804,16	669,97
330000	1319,83	5804,16	669,97
