Executando em modo automático:
  Instância: 3
  Algoritmo: NSGA-III
  Tipo: Solomon

Tipo selecionado: Instâncias Solomon

=== MENU DE SELEÇÃO DE INSTÂNCIA ===

Instância selecionada: C103.txt
Number of vehicles: 25
Vehicle capacity: 200
Number of clients: 101

=== NSGA-III para Problema de Roteamento de Veiculos ===

Configuracao do Problema:
- Clientes: 100, Veiculos: 25, Capacidade: 200
- Objetivos: Distancia, Tempo, Combustivel
- Constraints: Capacidade, Time Windows, Cobertura

DEBUG: Seed JMetal: 57551328410122
2026-05-22 10:55:46.022 INFO: Loggers configured with null [org.uma.jmetal.util.JMetalLogger configureLoggers]
2026-05-22 10:55:46.050 INFO: rpssize: 595 [org.uma.jmetal.algorithm.multiobjective.nsgaiii.NSGAIII <init>]
Configuracao do NSGA-III:
- Pop solicitada: 600
- Geracoes: 3000
- Crossover: OnePoint por coluna (Pc=1.0)
- Mutacao: Swap intra+inter rota (Pm=0.01)
- Selecao: Binary Tournament

Iniciando execucao...

DEBUG: Primeira solucao criada - Dist: 1671,60, Tempo: 6213,68, Comb: 849,52
DEBUG: 100 solucoes criadas na inicializacao
DEBUG: 200 solucoes criadas na inicializacao
DEBUG: 300 solucoes criadas na inicializacao
DEBUG: 400 solucoes criadas na inicializacao
DEBUG: 500 solucoes criadas na inicializacao
[Eval 5000] Best: Dist=1608,44, Time=6167,91, Fuel=817,72 | Unique solutions: 1954
[Eval 10000] Best: Dist=1586,80, Time=6143,83, Fuel=806,85 | Unique solutions: 5098
[Eval 15000] Best: Dist=1575,24, Time=6122,15, Fuel=804,45 | Unique solutions: 8168
[Eval 20000] Best: Dist=1560,10, Time=6051,32, Fuel=793,35 | Unique solutions: 11362
[Eval 25000] Best: Dist=1549,74, Time=6048,91, Fuel=787,05 | Unique solutions: 14714
[Eval 30000] Best: Dist=1533,54, Time=6033,01, Fuel=778,35 | Unique solutions: 18032
[Eval 35000] Best: Dist=1502,43, Time=6033,01, Fuel=763,80 | Unique solutions: 20891
[Eval 40000] Best: Dist=1485,51, Time=6029,25, Fuel=757,05 | Unique solutions: 24047
[Eval 45000] Best: Dist=1483,66, Time=6016,76, Fuel=757,05 | Unique solutions: 27165
[Eval 50000] Best: Dist=1477,46, Time=6012,42, Fuel=752,70 | Unique solutions: 30576
[Eval 55000] Best: Dist=1474,27, Time=6002,14, Fuel=752,70 | Unique solutions: 30576
[Eval 60000] Best: Dist=1470,88, Time=5996,60, Fuel=749,48 | Unique solutions: 30576
[Eval 65000] Best: Dist=1469,79, Time=5991,04, Fuel=747,53 | Unique solutions: 30576
[Eval 70000] Best: Dist=1466,16, Time=5991,04, Fuel=745,13 | Unique solutions: 30576
[Eval 75000] Best: Dist=1466,16, Time=5981,46, Fuel=744,37 | Unique solutions: 30576
[Eval 80000] Best: Dist=1451,26, Time=5975,90, Fuel=740,40 | Unique solutions: 30576
[Eval 85000] Best: Dist=1450,11, Time=5974,71, Fuel=738,68 | Unique solutions: 30576
[Eval 90000] Best: Dist=1423,31, Time=5971,21, Fuel=719,18 | Unique solutions: 30576
[Eval 95000] Best: Dist=1416,15, Time=5961,73, Fuel=717,38 | Unique solutions: 30576
[Eval 100000] Best: Dist=1416,15, Time=5961,73, Fuel=717,38 | Unique solutions: 30576
[Eval 105000] Best: Dist=1413,53, Time=5959,84, Fuel=717,22 | Unique solutions: 30576
[Eval 110000] Best: Dist=1412,39, Time=5959,84, Fuel=717,22 | Unique solutions: 30576
[Eval 115000] Best: Dist=1412,23, Time=5959,84, Fuel=717,22 | Unique solutions: 30576
[Eval 120000] Best: Dist=1412,23, Time=5952,19, Fuel=715,73 | Unique solutions: 30576
[Eval 125000] Best: Dist=1412,23, Time=5952,19, Fuel=715,73 | Unique solutions: 30576
[Eval 130000] Best: Dist=1411,09, Time=5951,85, Fuel=715,73 | Unique solutions: 30576
[Eval 135000] Best: Dist=1411,09, Time=5942,36, Fuel=715,73 | Unique solutions: 30576
[Eval 140000] Best: Dist=1411,09, Time=5942,36, Fuel=715,73 | Unique solutions: 30576
[Eval 145000] Best: Dist=1411,09, Time=5942,36, Fuel=715,73 | Unique solutions: 30576
[Eval 150000] Best: Dist=1411,09, Time=5942,36, Fuel=715,73 | Unique solutions: 30576
[Eval 155000] Best: Dist=1407,04, Time=5934,38, Fuel=714,38 | Unique solutions: 30576
[Eval 160000] Best: Dist=1407,04, Time=5840,38, Fuel=714,38 | Unique solutions: 30576
[Eval 165000] Best: Dist=1405,40, Time=5808,21, Fuel=711,82 | Unique solutions: 30576
[Eval 170000] Best: Dist=1405,40, Time=5808,21, Fuel=711,82 | Unique solutions: 30576
[Eval 175000] Best: Dist=1405,40, Time=5800,11, Fuel=709,57 | Unique solutions: 30576
[Eval 180000] Best: Dist=1405,40, Time=5797,30, Fuel=709,57 | Unique solutions: 30576
[Eval 185000] Best: Dist=1403,76, Time=5790,64, Fuel=709,57 | Unique solutions: 30576
[Eval 190000] Best: Dist=1403,76, Time=5790,64, Fuel=709,57 | Unique solutions: 30576
[Eval 195000] Best: Dist=1403,76, Time=5790,64, Fuel=709,57 | Unique solutions: 30576
[Eval 200000] Best: Dist=1403,76, Time=5790,64, Fuel=709,57 | Unique solutions: 30576
[Eval 205000] Best: Dist=1403,76, Time=5790,64, Fuel=709,57 | Unique solutions: 30576
[Eval 210000] Best: Dist=1403,76, Time=5790,64, Fuel=709,57 | Unique solutions: 30576
[Eval 215000] Best: Dist=1403,76, Time=5790,58, Fuel=709,57 | Unique solutions: 30576
[Eval 220000] Best: Dist=1403,76, Time=5790,58, Fuel=709,57 | Unique solutions: 30576
[Eval 225000] Best: Dist=1403,76, Time=5790,58, Fuel=709,57 | Unique solutions: 30576
[Eval 230000] Best: Dist=1403,76, Time=5790,58, Fuel=709,57 | Unique solutions: 30576
[Eval 235000] Best: Dist=1403,76, Time=5790,58, Fuel=709,35 | Unique solutions: 30576
[Eval 240000] Best: Dist=1403,76, Time=5783,28, Fuel=709,35 | Unique solutions: 30576
[Eval 245000] Best: Dist=1399,45, Time=5783,28, Fuel=709,35 | Unique solutions: 30576
[Eval 250000] Best: Dist=1399,45, Time=5782,34, Fuel=707,40 | Unique solutions: 30576
[Eval 255000] Best: Dist=1386,00, Time=5782,34, Fuel=703,05 | Unique solutions: 30576
[Eval 260000] Best: Dist=1386,00, Time=5782,34, Fuel=703,05 | Unique solutions: 30576
[Eval 265000] Best: Dist=1382,88, Time=5782,34, Fuel=697,65 | Unique solutions: 30576
[Eval 270000] Best: Dist=1382,88, Time=5782,13, Fuel=697,65 | Unique solutions: 30576
[Eval 275000] Best: Dist=1382,48, Time=5782,13, Fuel=697,65 | Unique solutions: 30576
[Eval 280000] Best: Dist=1382,48, Time=5780,09, Fuel=697,65 | Unique solutions: 30576
[Eval 285000] Best: Dist=1382,48, Time=5780,09, Fuel=697,65 | Unique solutions: 30576
[Eval 290000] Best: Dist=1382,48, Time=5777,28, Fuel=697,65 | Unique solutions: 30576
[Eval 295000] Best: Dist=1382,48, Time=5777,28, Fuel=697,65 | Unique solutions: 30576
[Eval 300000] Best: Dist=1382,48, Time=5777,28, Fuel=697,65 | Unique solutions: 30576
[Eval 305000] Best: Dist=1382,48, Time=5777,28, Fuel=697,65 | Unique solutions: 30576
[Eval 310000] Best: Dist=1382,48, Time=5777,28, Fuel=697,65 | Unique solutions: 30576
[Eval 315000] Best: Dist=1382,48, Time=5777,28, Fuel=697,65 | Unique solutions: 30576
