Executando em modo automático:
  Instância: 3
  Algoritmo: NSGA-III
  Tipo: Solomon

Tipo selecionado: Instâncias Solomon

=== MENU DE SELEÇÃO DE INSTÂNCIA ===

Instância selecionada: C103.txt
Number of vehicles: 25
Vehicle capacity: 200
Number of clients: 101

=== NSGA-III para Problema de Roteamento de Veiculos ===

Configuracao do Problema:
- Clientes: 100, Veiculos: 25, Capacidade: 200
- Objetivos: Distancia, Tempo, Combustivel
- Constraints: Capacidade, Time Windows, Cobertura

DEBUG: Seed JMetal: 58049236127111
2026-05-22 10:47:27.506 INFO: Loggers configured with null [org.uma.jmetal.util.JMetalLogger configureLoggers]
2026-05-22 10:47:27.533 INFO: rpssize: 595 [org.uma.jmetal.algorithm.multiobjective.nsgaiii.NSGAIII <init>]
Configuracao do NSGA-III:
- Pop solicitada: 600
- Geracoes: 3000
- Crossover: OnePoint por coluna (Pc=1.0)
- Mutacao: Swap intra+inter rota (Pm=0.01)
- Selecao: Binary Tournament

Iniciando execucao...

DEBUG: Primeira solucao criada - Dist: 1671,60, Tempo: 6213,68, Comb: 849,52
DEBUG: 100 solucoes criadas na inicializacao
DEBUG: 200 solucoes criadas na inicializacao
DEBUG: 300 solucoes criadas na inicializacao
DEBUG: 400 solucoes criadas na inicializacao
DEBUG: 500 solucoes criadas na inicializacao
[Eval 5000] Best: Dist=1608,44, Time=6167,99, Fuel=817,72 | Unique solutions: 1930
[Eval 10000] Best: Dist=1581,54, Time=6156,43, Fuel=801,83 | Unique solutions: 5092
[Eval 15000] Best: Dist=1546,59, Time=6141,48, Fuel=784,88 | Unique solutions: 7948
[Eval 20000] Best: Dist=1545,82, Time=6074,27, Fuel=783,23 | Unique solutions: 10832
[Eval 25000] Best: Dist=1539,13, Time=6045,76, Fuel=780,15 | Unique solutions: 14008
[Eval 30000] Best: Dist=1514,38, Time=5973,42, Fuel=768,90 | Unique solutions: 17448
[Eval 35000] Best: Dist=1511,16, Time=5967,02, Fuel=765,82 | Unique solutions: 20990
[Eval 40000] Best: Dist=1491,17, Time=5957,18, Fuel=757,73 | Unique solutions: 24519
[Eval 45000] Best: Dist=1472,49, Time=5939,11, Fuel=747,30 | Unique solutions: 28020
[Eval 50000] Best: Dist=1429,75, Time=5933,24, Fuel=725,55 | Unique solutions: 31623
[Eval 55000] Best: Dist=1399,47, Time=5917,11, Fuel=709,43 | Unique solutions: 31623
[Eval 60000] Best: Dist=1393,14, Time=5901,27, Fuel=706,43 | Unique solutions: 31623
[Eval 65000] Best: Dist=1366,95, Time=5896,93, Fuel=692,70 | Unique solutions: 31623
[Eval 70000] Best: Dist=1358,35, Time=5893,02, Fuel=685,80 | Unique solutions: 31623
[Eval 75000] Best: Dist=1354,85, Time=5885,37, Fuel=684,30 | Unique solutions: 31623
[Eval 80000] Best: Dist=1340,60, Time=5881,72, Fuel=676,80 | Unique solutions: 31623
[Eval 85000] Best: Dist=1339,62, Time=5878,94, Fuel=676,80 | Unique solutions: 31623
[Eval 90000] Best: Dist=1336,86, Time=5874,02, Fuel=676,12 | Unique solutions: 31623
[Eval 95000] Best: Dist=1333,90, Time=5870,21, Fuel=676,12 | Unique solutions: 31623
[Eval 100000] Best: Dist=1331,71, Time=5864,25, Fuel=676,12 | Unique solutions: 31623
[Eval 105000] Best: Dist=1330,36, Time=5864,25, Fuel=674,62 | Unique solutions: 31623
[Eval 110000] Best: Dist=1329,38, Time=5861,94, Fuel=674,62 | Unique solutions: 31623
[Eval 115000] Best: Dist=1327,81, Time=5861,94, Fuel=674,62 | Unique solutions: 31623
[Eval 120000] Best: Dist=1327,19, Time=5858,14, Fuel=674,62 | Unique solutions: 31623
[Eval 125000] Best: Dist=1324,85, Time=5858,14, Fuel=674,62 | Unique solutions: 31623
[Eval 130000] Best: Dist=1324,85, Time=5858,14, Fuel=674,62 | Unique solutions: 31623
[Eval 135000] Best: Dist=1324,85, Time=5856,97, Fuel=674,62 | Unique solutions: 31623
[Eval 140000] Best: Dist=1324,85, Time=5856,97, Fuel=674,62 | Unique solutions: 31623
[Eval 145000] Best: Dist=1324,85, Time=5850,16, Fuel=673,43 | Unique solutions: 31623
[Eval 150000] Best: Dist=1324,85, Time=5850,16, Fuel=673,43 | Unique solutions: 31623
[Eval 155000] Best: Dist=1324,85, Time=5850,16, Fuel=673,43 | Unique solutions: 31623
[Eval 160000] Best: Dist=1324,85, Time=5848,47, Fuel=672,15 | Unique solutions: 31623
[Eval 165000] Best: Dist=1324,85, Time=5848,47, Fuel=672,15 | Unique solutions: 31623
[Eval 170000] Best: Dist=1323,18, Time=5848,47, Fuel=670,43 | Unique solutions: 31623
[Eval 175000] Best: Dist=1323,04, Time=5841,36, Fuel=670,43 | Unique solutions: 31623
[Eval 180000] Best: Dist=1323,04, Time=5841,36, Fuel=670,43 | Unique solutions: 31623
[Eval 185000] Best: Dist=1323,04, Time=5838,58, Fuel=670,43 | Unique solutions: 31623
[Eval 190000] Best: Dist=1323,04, Time=5838,58, Fuel=670,43 | Unique solutions: 31623
[Eval 195000] Best: Dist=1321,56, Time=5834,77, Fuel=669,97 | Unique solutions: 31623
[Eval 200000] Best: Dist=1321,56, Time=5834,77, Fuel=669,97 | Unique solutions: 31623
[Eval 205000] Best: Dist=1321,56, Time=5834,03, Fuel=669,97 | Unique solutions: 31623
[Eval 210000] Best: Dist=1321,56, Time=5817,68, Fuel=669,97 | Unique solutions: 31623
[Eval 215000] Best: Dist=1321,56, Time=5817,68, Fuel=669,97 | Unique solutions: 31623
[Eval 220000] Best: Dist=1321,56, Time=5817,68, Fuel=669,97 | Unique solutions: 31623
[Eval 225000] Best: Dist=1321,56, Time=5817,48, Fuel=669,97 | Unique solutions: 31623
[Eval 230000] Best: Dist=1321,56, Time=5815,64, Fuel=669,97 | Unique solutions: 31623
[Eval 235000] Best: Dist=1321,56, Time=5815,64, Fuel=669,97 | Unique solutions: 31623
[Eval 240000] Best: Dist=1321,56, Time=5815,64, Fuel=669,97 | Unique solutions: 31623
[Eval 245000] Best: Dist=1321,56, Time=5811,22, Fuel=669,97 | Unique solutions: 31623
[Eval 250000] Best: Dist=1321,56, Time=5811,22, Fuel=669,97 | Unique solutions: 31623
[Eval 255000] Best: Dist=1321,56, Time=5811,22, Fuel=669,97 | Unique solutions: 31623
[Eval 260000] Best: Dist=1321,56, Time=5807,80, Fuel=669,97 | Unique solutions: 31623
[Eval 265000] Best: Dist=1321,56, Time=5805,92, Fuel=669,97 | Unique solutions: 31623
[Eval 270000] Best: Dist=1321,56, Time=5805,92, Fuel=669,97 | Unique solutions: 31623
[Eval 275000] Best: Dist=1321,56, Time=5805,92, Fuel=669,97 | Unique solutions: 31623
[Eval 280000] Best: Dist=1321,56, Time=5805,92, Fuel=669,97 | Unique solutions: 31623
[Eval 285000] Best: Dist=1320,65, Time=5805,92, Fuel=669,97 | Unique solutions: 31623
[Eval 290000] Best: Dist=1320,65, Time=5805,05, Fuel=669,97 | Unique solutions: 31623
[Eval 295000] Best: Dist=1320,65, Time=5805,05, Fuel=669,97 | Unique solutions: 31623
[Eval 300000] Best: Dist=1320,65, Time=5804,92, Fuel=669,97 | Unique solutions: 31623
[Eval 305000] Best: Dist=1319,83, Time=5804,92, Fuel=669,97 | Unique solutions: 31623
[Eval 310000] Best: Dist=1319,83, Time=5804,92, Fuel=669,97 | Unique solutions: 31623
[Eval 315000] Best: Dist=1319,83, Time=5804,16, Fuel=669,97 | Unique solutions: 31623
[Eval 320000] Best: Dist=1319,83, Time=5804,16, Fuel=669,97 | Unique solutions: 31623
[Eval 325000] Best: Dist=1319,83, Time=5804,16, Fuel=669,97 | Unique solutions: 31623
[Eval 330000] Best: Dist=1319,83, Time=5804,16, Fuel=669,97 | Unique solutions: 31623
[Eval 335000] Best: Dist=1319,83, Time=5803,50, Fuel=669,97 | Unique solutions: 31623
[Eval 340000] Best: Dist=1319,83, Time=5803,50, Fuel=669,97 | Unique solutions: 31623
[Eval 345000] Best: Dist=1319,83, Time=5803,50, Fuel=669,97 | Unique solutions: 31623
[Eval 350000] Best: Dist=1318,90, Time=5803,50, Fuel=669,97 | Unique solutions: 31623
[Eval 355000] Best: Dist=1318,90, Time=5803,50, Fuel=669,97 | Unique solutions: 31623
[Eval 360000] Best: Dist=1318,90, Time=5803,50, Fuel=669,52 | Unique solutions: 31623
[Eval 365000] Best: Dist=1318,83, Time=5803,50, Fuel=669,52 | Unique solutions: 31623
[Eval 370000] Best: Dist=1318,83, Time=5803,50, Fuel=669,52 | Unique solutions: 31623
[Eval 375000] Best: Dist=1318,83, Time=5785,86, Fuel=669,52 | Unique solutions: 31623
[Eval 380000] Best: Dist=1318,83, Time=5785,86, Fuel=669,52 | Unique solutions: 31623
[Eval 385000] Best: Dist=1318,83, Time=5775,56, Fuel=669,52 | Unique solutions: 31623
[Eval 390000] Best: Dist=1318,83, Time=5775,56, Fuel=669,52 | Unique solutions: 31623
[Eval 395000] Best: Dist=1318,83, Time=5775,56, Fuel=669,52 | Unique solutions: 31623
[Eval 400000] Best: Dist=1318,83, Time=5775,56, Fuel=669,52 | Unique solutions: 31623
[Eval 405000] Best: Dist=1318,83, Time=5770,58, Fuel=669,52 | Unique solutions: 31623
[Eval 410000] Best: Dist=1318,83, Time=5770,58, Fuel=669,52 | Unique solutions: 31623
[Eval 415000] Best: Dist=1318,83, Time=5770,58, Fuel=669,52 | Unique solutions: 31623
[Eval 420000] Best: Dist=1318,83, Time=5770,58, Fuel=669,52 | Unique solutions: 31623
[Eval 425000] Best: Dist=1318,83, Time=5770,58, Fuel=669,52 | Unique solutions: 31623
[Eval 430000] Best: Dist=1318,83, Time=5767,56, Fuel=669,52 | Unique solutions: 31623
[Eval 435000] Best: Dist=1318,83, Time=5767,56, Fuel=669,52 | Unique solutions: 31623
[Eval 440000] Best: Dist=1318,83, Time=5767,56, Fuel=669,52 | Unique solutions: 31623
[Eval 445000] Best: Dist=1318,83, Time=5767,56, Fuel=669,52 | Unique solutions: 31623
[Eval 450000] Best: Dist=1318,38, Time=5767,56, Fuel=669,30 | Unique solutions: 31623
[Eval 455000] Best: Dist=1318,38, Time=5766,72, Fuel=669,30 | Unique solutions: 31623
[Eval 460000] Best: Dist=1318,38, Time=5764,04, Fuel=669,30 | Unique solutions: 31623
[Eval 465000] Best: Dist=1318,38, Time=5764,04, Fuel=669,30 | Unique solutions: 31623
[Eval 470000] Best: Dist=1318,38, Time=5764,04, Fuel=669,30 | Unique solutions: 31623
[Eval 475000] Best: Dist=1318,38, Time=5751,96, Fuel=669,30 | Unique solutions: 31623
[Eval 480000] Best: Dist=1318,38, Time=5751,96, Fuel=669,30 | Unique solutions: 31623
[Eval 485000] Best: Dist=1318,38, Time=5751,96, Fuel=669,30 | Unique solutions: 31623
[Eval 490000] Best: Dist=1318,38, Time=5751,96, Fuel=669,30 | Unique solutions: 31623
[Eval 495000] Best: Dist=1318,38, Time=5750,76, Fuel=669,30 | Unique solutions: 31623
[Eval 500000] Best: Dist=1318,38, Time=5749,27, Fuel=669,30 | Unique solutions: 31623
[Eval 505000] Best: Dist=1318,38, Time=5749,27, Fuel=669,30 | Unique solutions: 31623
[Eval 510000] Best: Dist=1318,38, Time=5749,27, Fuel=669,30 | Unique solutions: 31623
