Executando em modo automático:
  Instância: 3
  Algoritmo: NSGA-III
  Tipo: Solomon

Tipo selecionado: Instâncias Solomon

=== MENU DE SELEÇÃO DE INSTÂNCIA ===

Instância selecionada: C103.txt
Number of vehicles: 25
Vehicle capacity: 200
Number of clients: 101

=== NSGA-III para Problema de Roteamento de Veiculos ===

Configuracao do Problema:
- Clientes: 100, Veiculos: 25, Capacidade: 200
- Objetivos: Distancia, Tempo, Combustivel
- Constraints: Capacidade, Time Windows, Cobertura

DEBUG: Seed JMetal: 63296057839625
2026-05-22 11:37:25.250 INFO: Loggers configured with null [org.uma.jmetal.util.JMetalLogger configureLoggers]
2026-05-22 11:37:25.277 INFO: rpssize: 595 [org.uma.jmetal.algorithm.multiobjective.nsgaiii.NSGAIII <init>]
Configuracao do NSGA-III:
- Pop solicitada: 600
- Geracoes: 3000
- Crossover: OnePoint por coluna (Pc=1.0)
- Mutacao: Swap intra+inter rota (Pm=0.01)
- Selecao: Binary Tournament

Iniciando execucao...

DEBUG: Primeira solucao criada - Dist: 1671,60, Tempo: 6213,68, Comb: 849,52
DEBUG: 100 solucoes criadas na inicializacao
DEBUG: 200 solucoes criadas na inicializacao
DEBUG: 300 solucoes criadas na inicializacao
DEBUG: 400 solucoes criadas na inicializacao
DEBUG: 500 solucoes criadas na inicializacao
[Eval 5000] Best: Dist=1607,13, Time=6168,56, Fuel=816,38 | Unique solutions: 1872
[Eval 10000] Best: Dist=1589,91, Time=6152,67, Fuel=808,28 | Unique solutions: 4927
[Eval 15000] Best: Dist=1580,05, Time=6077,71, Fuel=799,35 | Unique solutions: 7661
[Eval 20000] Best: Dist=1567,84, Time=6034,62, Fuel=798,97 | Unique solutions: 10787
[Eval 25000] Best: Dist=1543,26, Time=6034,62, Fuel=785,93 | Unique solutions: 13760
[Eval 30000] Best: Dist=1541,33, Time=5980,78, Fuel=782,85 | Unique solutions: 16858
[Eval 35000] Best: Dist=1540,02, Time=5980,78, Fuel=781,58 | Unique solutions: 20294
[Eval 40000] Best: Dist=1493,95, Time=5971,97, Fuel=760,65 | Unique solutions: 23827
[Eval 45000] Best: Dist=1480,41, Time=5962,99, Fuel=754,35 | Unique solutions: 27223
[Eval 50000] Best: Dist=1477,20, Time=5955,63, Fuel=751,28 | Unique solutions: 30275
[Eval 55000] Best: Dist=1463,49, Time=5949,23, Fuel=744,98 | Unique solutions: 30275
[Eval 60000] Best: Dist=1460,28, Time=5934,69, Fuel=741,90 | Unique solutions: 30275
[Eval 65000] Best: Dist=1453,38, Time=5934,69, Fuel=738,38 | Unique solutions: 30275
[Eval 70000] Best: Dist=1425,18, Time=5927,32, Fuel=722,33 | Unique solutions: 30275
[Eval 75000] Best: Dist=1425,18, Time=5911,08, Fuel=722,33 | Unique solutions: 30275
