Executando em modo automático:
  Instância: 3
  Algoritmo: NSGA-III
  Tipo: Solomon

Tipo selecionado: Instâncias Solomon

=== MENU DE SELEÇÃO DE INSTÂNCIA ===

Instância selecionada: C103.txt
Number of vehicles: 25
Vehicle capacity: 200
Number of clients: 101

=== NSGA-III para Problema de Roteamento de Veiculos ===

Configuracao do Problema:
- Clientes: 100, Veiculos: 25, Capacidade: 200
- Objetivos: Distancia, Tempo, Combustivel
- Constraints: Capacidade, Time Windows, Cobertura

DEBUG: Seed JMetal: 62807546865184
2026-05-22 11:45:35.929 INFO: Loggers configured with null [org.uma.jmetal.util.JMetalLogger configureLoggers]
2026-05-22 11:45:35.961 INFO: rpssize: 595 [org.uma.jmetal.algorithm.multiobjective.nsgaiii.NSGAIII <init>]
Configuracao do NSGA-III:
- Pop solicitada: 600
- Geracoes: 3000
- Crossover: OnePoint por coluna (Pc=1.0)
- Mutacao: Swap intra+inter rota (Pm=0.01)
- Selecao: Binary Tournament

Iniciando execucao...

DEBUG: Primeira solucao criada - Dist: 1671,60, Tempo: 6213,68, Comb: 849,52
DEBUG: 100 solucoes criadas na inicializacao
DEBUG: 200 solucoes criadas na inicializacao
DEBUG: 300 solucoes criadas na inicializacao
DEBUG: 400 solucoes criadas na inicializacao
DEBUG: 500 solucoes criadas na inicializacao
[Eval 5000] Best: Dist=1591,34, Time=6168,56, Fuel=806,03 | Unique solutions: 1813
[Eval 10000] Best: Dist=1567,91, Time=6149,83, Fuel=795,60 | Unique solutions: 4781
[Eval 15000] Best: Dist=1562,42, Time=6133,24, Fuel=790,43 | Unique solutions: 7604
[Eval 20000] Best: Dist=1553,47, Time=6051,32, Fuel=788,63 | Unique solutions: 10987
[Eval 25000] Best: Dist=1548,00, Time=6024,46, Fuel=785,55 | Unique solutions: 14030
[Eval 30000] Best: Dist=1501,18, Time=6015,12, Fuel=763,57 | Unique solutions: 17133
[Eval 35000] Best: Dist=1501,18, Time=6010,16, Fuel=762,30 | Unique solutions: 20518
[Eval 40000] Best: Dist=1484,26, Time=5964,12, Fuel=756,83 | Unique solutions: 23055
[Eval 45000] Best: Dist=1468,84, Time=5949,06, Fuel=743,40 | Unique solutions: 26073
[Eval 50000] Best: Dist=1462,09, Time=5949,06, Fuel=739,05 | Unique solutions: 29592
[Eval 55000] Best: Dist=1459,69, Time=5945,36, Fuel=736,65 | Unique solutions: 29592
[Eval 60000] Best: Dist=1448,60, Time=5915,76, Fuel=732,15 | Unique solutions: 29592
[Eval 65000] Best: Dist=1416,25, Time=5915,76, Fuel=720,53 | Unique solutions: 29592
[Eval 70000] Best: Dist=1416,25, Time=5869,12, Fuel=720,53 | Unique solutions: 29592
[Eval 75000] Best: Dist=1409,19, Time=5845,32, Fuel=715,80 | Unique solutions: 29592
[Eval 80000] Best: Dist=1407,37, Time=5845,32, Fuel=712,65 | Unique solutions: 29592
[Eval 85000] Best: Dist=1404,50, Time=5842,83, Fuel=712,65 | Unique solutions: 29592
[Eval 90000] Best: Dist=1404,50, Time=5841,49, Fuel=711,15 | Unique solutions: 29592
[Eval 95000] Best: Dist=1404,50, Time=5833,99, Fuel=711,15 | Unique solutions: 29592
[Eval 100000] Best: Dist=1404,50, Time=5824,77, Fuel=711,15 | Unique solutions: 29592
[Eval 105000] Best: Dist=1404,50, Time=5824,77, Fuel=711,15 | Unique solutions: 29592
[Eval 110000] Best: Dist=1402,69, Time=5824,77, Fuel=711,15 | Unique solutions: 29592
[Eval 115000] Best: Dist=1390,21, Time=5820,96, Fuel=706,13 | Unique solutions: 29592
[Eval 120000] Best: Dist=1389,07, Time=5820,81, Fuel=706,13 | Unique solutions: 29592
[Eval 125000] Best: Dist=1389,07, Time=5819,77, Fuel=705,90 | Unique solutions: 29592
[Eval 130000] Best: Dist=1389,07, Time=5819,77, Fuel=705,90 | Unique solutions: 29592
[Eval 135000] Best: Dist=1389,07, Time=5819,77, Fuel=705,90 | Unique solutions: 29592
[Eval 140000] Best: Dist=1356,79, Time=5819,16, Fuel=689,18 | Unique solutions: 29592
[Eval 145000] Best: Dist=1355,64, Time=5819,04, Fuel=688,95 | Unique solutions: 29592
[Eval 150000] Best: Dist=1354,98, Time=5813,84, Fuel=686,03 | Unique solutions: 29592
[Eval 155000] Best: Dist=1353,83, Time=5813,84, Fuel=686,03 | Unique solutions: 29592
[Eval 160000] Best: Dist=1353,83, Time=5763,19, Fuel=684,60 | Unique solutions: 29592
[Eval 165000] Best: Dist=1353,83, Time=5763,19, Fuel=683,93 | Unique solutions: 29592
[Eval 170000] Best: Dist=1352,73, Time=5760,69, Fuel=683,70 | Unique solutions: 29592
[Eval 175000] Best: Dist=1349,87, Time=5760,69, Fuel=683,03 | Unique solutions: 29592
[Eval 180000] Best: Dist=1348,77, Time=5736,57, Fuel=681,90 | Unique solutions: 29592
[Eval 185000] Best: Dist=1348,77, Time=5736,57, Fuel=681,00 | Unique solutions: 29592
[Eval 190000] Best: Dist=1345,52, Time=5733,77, Fuel=680,33 | Unique solutions: 29592
[Eval 195000] Best: Dist=1345,52, Time=5733,77, Fuel=680,33 | Unique solutions: 29592
[Eval 200000] Best: Dist=1345,52, Time=5733,67, Fuel=680,33 | Unique solutions: 29592
[Eval 205000] Best: Dist=1345,52, Time=5733,67, Fuel=679,95 | Unique solutions: 29592
[Eval 210000] Best: Dist=1344,70, Time=5733,67, Fuel=677,85 | Unique solutions: 29592
[Eval 215000] Best: Dist=1344,70, Time=5733,67, Fuel=677,85 | Unique solutions: 29592
[Eval 220000] Best: Dist=1344,70, Time=5728,78, Fuel=677,85 | Unique solutions: 29592
[Eval 225000] Best: Dist=1344,70, Time=5728,78, Fuel=677,85 | Unique solutions: 29592
[Eval 230000] Best: Dist=1344,53, Time=5728,78, Fuel=677,85 | Unique solutions: 29592
[Eval 235000] Best: Dist=1343,54, Time=5715,06, Fuel=677,85 | Unique solutions: 29592
[Eval 240000] Best: Dist=1343,54, Time=5715,06, Fuel=677,85 | Unique solutions: 29592
[Eval 245000] Best: Dist=1343,54, Time=5715,06, Fuel=677,85 | Unique solutions: 29592
[Eval 250000] Best: Dist=1341,16, Time=5715,06, Fuel=677,85 | Unique solutions: 29592
[Eval 255000] Best: Dist=1341,16, Time=5714,06, Fuel=677,85 | Unique solutions: 29592
[Eval 260000] Best: Dist=1341,16, Time=5711,10, Fuel=677,85 | Unique solutions: 29592
[Eval 265000] Best: Dist=1341,16, Time=5711,10, Fuel=677,85 | Unique solutions: 29592
[Eval 270000] Best: Dist=1341,16, Time=5711,10, Fuel=677,85 | Unique solutions: 29592
[Eval 275000] Best: Dist=1341,16, Time=5709,72, Fuel=677,85 | Unique solutions: 29592
[Eval 280000] Best: Dist=1341,10, Time=5709,72, Fuel=676,95 | Unique solutions: 29592
[Eval 285000] Best: Dist=1341,10, Time=5709,72, Fuel=676,95 | Unique solutions: 29592
[Eval 290000] Best: Dist=1341,10, Time=5708,72, Fuel=676,95 | Unique solutions: 29592
[Eval 295000] Best: Dist=1341,10, Time=5708,72, Fuel=676,95 | Unique solutions: 29592
[Eval 300000] Best: Dist=1341,10, Time=5707,72, Fuel=676,95 | Unique solutions: 29592
[Eval 305000] Best: Dist=1336,35, Time=5707,28, Fuel=675,60 | Unique solutions: 29592
[Eval 310000] Best: Dist=1331,76, Time=5704,93, Fuel=674,03 | Unique solutions: 29592
[Eval 315000] Best: Dist=1327,57, Time=5700,52, Fuel=672,60 | Unique solutions: 29592
[Eval 320000] Best: Dist=1327,57, Time=5697,45, Fuel=672,60 | Unique solutions: 29592
[Eval 325000] Best: Dist=1326,23, Time=5697,45, Fuel=672,60 | Unique solutions: 29592
[Eval 330000] Best: Dist=1326,23, Time=5697,25, Fuel=672,60 | Unique solutions: 29592
[Eval 335000] Best: Dist=1325,83, Time=5697,25, Fuel=672,60 | Unique solutions: 29592
[Eval 340000] Best: Dist=1325,83, Time=5697,25, Fuel=672,60 | Unique solutions: 29592
[Eval 345000] Best: Dist=1325,83, Time=5683,96, Fuel=672,60 | Unique solutions: 29592
[Eval 350000] Best: Dist=1325,83, Time=5683,96, Fuel=672,60 | Unique solutions: 29592
