Executando em modo automático:
  Instância: 5
  Algoritmo: NSGA-III
  Tipo: Solomon

Tipo selecionado: Instâncias Solomon

=== MENU DE SELEÇÃO DE INSTÂNCIA ===

Instância selecionada: C105.txt
Number of vehicles: 25
Vehicle capacity: 200
Number of clients: 101

=== NSGA-III para Problema de Roteamento de Veiculos ===

Configuracao do Problema:
- Clientes: 100, Veiculos: 25, Capacidade: 200
- Objetivos: Distancia, Tempo, Combustivel
- Constraints: Capacidade, Time Windows, Cobertura

DEBUG: Seed JMetal: 70972553545852
2026-05-22 14:22:34.511 INFO: Loggers configured with null [org.uma.jmetal.util.JMetalLogger configureLoggers]
2026-05-22 14:22:34.539 INFO: rpssize: 595 [org.uma.jmetal.algorithm.multiobjective.nsgaiii.NSGAIII <init>]
Configuracao do NSGA-III:
- Pop solicitada: 600
- Geracoes: 3000
- Crossover: OnePoint por coluna (Pc=1.0)
- Mutacao: Swap intra+inter rota (Pm=0.01)
- Selecao: Binary Tournament

Iniciando execucao...

DEBUG: Primeira solucao criada - Dist: 1524,39, Tempo: 5550,73, Comb: 772,13
DEBUG: 100 solucoes criadas na inicializacao
DEBUG: 200 solucoes criadas na inicializacao
DEBUG: 300 solucoes criadas na inicializacao
DEBUG: 400 solucoes criadas na inicializacao
DEBUG: 500 solucoes criadas na inicializacao
[Eval 5000] Best: Dist=1482,60, Time=5544,92, Fuel=751,27 | Unique solutions: 2109
[Eval 10000] Best: Dist=1476,40, Time=5533,81, Fuel=746,03 | Unique solutions: 3496
[Eval 15000] Best: Dist=1450,80, Time=5533,81, Fuel=735,15 | Unique solutions: 5383
[Eval 20000] Best: Dist=1450,80, Time=5533,81, Fuel=735,15 | Unique solutions: 8475
[Eval 25000] Best: Dist=1442,35, Time=5519,37, Fuel=730,80 | Unique solutions: 11589
[Eval 30000] Best: Dist=1432,43, Time=5519,37, Fuel=726,45 | Unique solutions: 14223
[Eval 35000] Best: Dist=1432,43, Time=5519,37, Fuel=726,45 | Unique solutions: 16551
[Eval 40000] Best: Dist=1432,43, Time=5519,37, Fuel=726,45 | Unique solutions: 18840
[Eval 45000] Best: Dist=1423,97, Time=5513,56, Fuel=722,10 | Unique solutions: 21781
[Eval 50000] Best: Dist=1423,97, Time=5511,06, Fuel=719,40 | Unique solutions: 24376
[Eval 55000] Best: Dist=1423,97, Time=5501,06, Fuel=719,40 | Unique solutions: 24376
[Eval 60000] Best: Dist=1423,81, Time=5499,56, Fuel=719,03 | Unique solutions: 24376
[Eval 65000] Best: Dist=1419,33, Time=5497,64, Fuel=719,03 | Unique solutions: 24376
[Eval 70000] Best: Dist=1419,17, Time=5497,64, Fuel=719,03 | Unique solutions: 24376
[Eval 75000] Best: Dist=1419,17, Time=5496,14, Fuel=719,03 | Unique solutions: 24376
[Eval 80000] Best: Dist=1419,17, Time=5496,14, Fuel=719,03 | Unique solutions: 24376
