Subpopulacao\Geracao	gFinal
NSGA3_DistanciaMin	1514,41
NSGA3_TempoMin	1421,38
NSGA3_CombustivelMin	768,08
NSGA3_DistanciaMedia	1529,12
NSGA3_TempoMedio	1443,18
NSGA3_CombustivelMedio	776,29
NSGA3_FitnessPonderadoMin	3732,93
NSGA3_FitnessPonderadoMedio	3752,34
NSGA3_TamanhoFrente	19
TempoExecucao(ms)	492033
Parametros	Pop=600; Geracoes=3000; Pc=1,00; Pm=0,01

=== DIAGNOSTICO ===
Solucoes criadas: 596
Total avaliacoes: 1788596
Solucoes unicas: 28986

=== HISTORICO DE EVOLUCAO ===
Eval	BestDist	BestTime	BestFuel
5000	1732,51	1591,97	875,93
10000	1718,51	1584,25	868,43
15000	1709,95	1581,69	868,43
20000	1709,95	1581,69	868,43
25000	1705,07	1579,51	862,43
30000	1705,07	1575,76	859,72
35000	1687,90	1575,76	855,38
40000	1687,90	1575,76	855,38
45000	1687,90	1573,93	855,38
50000	1680,94	1569,37	851,03
55000	1676,32	1568,19	847,12
60000	1676,32	1559,72	847,12
65000	1676,32	1559,59	847,12
70000	1658,18	1558,41	839,77
75000	1658,18	1558,41	839,77
80000	1658,18	1558,41	839,77
85000	1658,18	1555,16	839,77
90000	1654,89	1549,57	836,70
95000	1642,69	1549,57	834,22
100000	1642,69	1549,57	834,22
105000	1642,69	1549,57	834,22
110000	1642,69	1549,57	834,22
115000	1642,69	1543,73	834,22
120000	1641,42	1543,73	831,00
125000	1639,25	1543,24	831,00
130000	1637,70	1543,24	829,27
135000	1637,70	1540,98	829,27
140000	1633,12	1539,92	829,27
145000	1633,12	1539,81	829,27
150000	1633,12	1539,81	829,27
155000	1631,11	1533,60	829,27
160000	1630,04	1533,60	828,68
165000	1625,02	1533,25	825,00
170000	1625,02	1532,78	825,00
175000	1625,02	1532,78	825,00
180000	1625,02	1532,78	825,00
185000	1625,02	1531,60	823,13
190000	1625,02	1522,52	821,25
195000	1623,98	1522,52	821,25
200000	1623,98	1522,52	821,25
205000	1623,98	1522,52	821,25
210000	1618,15	1522,52	819,97
215000	1618,15	1522,52	819,97
220000	1615,08	1522,52	815,63
225000	1602,78	1518,35	814,43
230000	1602,78	1514,32	813,83
235000	1602,78	1514,32	813,83
240000	1602,78	1514,32	813,83
245000	1602,78	1514,32	813,83
250000	1601,90	1512,82	809,47
255000	1601,90	1512,82	809,47
260000	1601,90	1512,82	809,47
265000	1601,90	1512,25	809,47
270000	1600,86	1511,18	809,47
275000	1585,64	1511,18	803,55
280000	1585,64	1511,18	803,55
285000	1585,64	1511,18	803,55
290000	1585,64	1511,18	803,55
295000	1585,64	1509,84	803,55
300000	1585,64	1509,84	803,55
305000	1585,64	1509,84	803,55
310000	1585,64	1509,84	803,55
315000	1585,64	1508,67	803,03
320000	1585,64	1508,67	803,03
325000	1583,63	1508,66	803,03
330000	1583,63	1507,82	803,03
335000	1575,35	1506,22	798,00
340000	1575,35	1506,22	798,00
345000	1575,35	1506,22	798,00
350000	1575,35	1506,22	798,00
355000	1575,35	1506,22	798,00
360000	1571,34	1506,22	798,00
365000	1571,34	1502,20	796,72
370000	1571,34	1502,20	796,72
375000	1571,34	1502,20	796,72
380000	1571,34	1502,20	796,72
385000	1571,34	1496,71	796,72
390000	1571,34	1496,71	796,72
395000	1571,34	1496,71	796,72
400000	1571,34	1496,71	795,38
405000	1569,34	1496,71	795,38
410000	1569,34	1491,82	795,38
415000	1569,34	1491,82	795,38
420000	1569,34	1491,82	795,38
425000	1569,34	1491,82	795,38
430000	1569,34	1491,82	795,38
435000	1569,34	1491,82	795,38
440000	1569,34	1491,82	795,38
445000	1569,34	1487,46	795,38
450000	1569,34	1487,46	795,38
455000	1569,34	1487,46	795,38
460000	1569,34	1487,46	795,38
465000	1567,10	1486,20	795,38
470000	1567,10	1486,20	795,38
475000	1567,10	1486,20	795,38
480000	1567,10	1483,93	795,38
485000	1567,10	1483,93	795,38
490000	1567,10	1483,93	795,38
495000	1567,10	1483,93	795,38
500000	1567,10	1483,93	795,38
505000	1567,10	1483,93	795,38
510000	1567,10	1483,93	795,38
515000	1567,10	1483,93	793,88
520000	1567,10	1483,93	793,88
525000	1566,39	1483,93	789,75
530000	1566,39	1480,71	789,75
535000	1566,39	1480,71	789,75
540000	1566,39	1478,18	789,75
545000	1566,39	1478,18	789,75
550000	1566,39	1478,18	789,75
555000	1566,33	1478,18	789,75
560000	1566,33	1478,18	789,75
565000	1565,36	1478,18	789,75
570000	1565,36	1478,18	789,75
575000	1565,36	1478,18	789,75
580000	1565,29	1478,18	789,75
585000	1565,29	1478,18	789,75
590000	1565,29	1478,18	789,75
595000	1564,39	1478,18	789,75
600000	1564,39	1478,18	789,75
605000	1564,39	1478,18	789,75
610000	1564,39	1478,18	789,75
615000	1564,39	1478,18	789,75
620000	1564,39	1478,18	789,75
625000	1563,35	1478,18	789,75
630000	1563,35	1478,18	789,75
635000	1563,35	1478,18	789,75
640000	1563,35	1478,18	789,75
645000	1563,35	1478,18	789,75
650000	1563,35	1478,18	789,75
655000	1562,57	1477,89	789,75
660000	1562,57	1476,65	789,75
665000	1562,57	1476,65	789,75
670000	1562,57	1476,65	789,75
675000	1562,57	1476,65	789,75
680000	1555,64	1476,65	783,15
685000	1555,64	1476,65	783,15
690000	1555,64	1476,65	783,15
695000	1555,64	1476,65	783,15
700000	1555,64	1476,65	783,15
705000	1555,64	1476,65	783,15
710000	1553,63	1476,65	783,15
715000	1553,63	1476,65	783,15
720000	1553,63	1476,65	783,15
725000	1549,62	1476,65	783,15
730000	1549,62	1476,65	783,15
735000	1549,62	1476,65	783,15
740000	1548,52	1476,65	783,15
745000	1548,52	1474,82	783,15
750000	1548,52	1474,82	783,15
755000	1548,52	1474,82	783,15
760000	1548,52	1474,82	783,15
765000	1548,52	1474,82	783,15
770000	1548,52	1474,82	783,15
775000	1548,52	1474,82	783,15
780000	1548,52	1474,82	783,15
785000	1548,52	1474,82	783,15
790000	1535,51	1473,61	775,43
795000	1533,50	1473,61	775,43
800000	1533,50	1468,96	775,43
805000	1533,50	1468,96	775,43
810000	1533,50	1449,57	775,43
815000	1533,50	1449,28	775,43
820000	1533,50	1448,23	775,43
825000	1533,50	1448,23	775,43
830000	1533,50	1446,62	775,43
835000	1533,50	1446,62	775,43
840000	1533,50	1446,62	775,43
845000	1533,50	1446,62	775,43
850000	1533,50	1446,62	775,43
855000	1533,50	1446,62	775,43
860000	1533,50	1446,62	775,43
865000	1533,50	1446,62	775,43
