Subpopulacao\Geracao	gFinal
NSGA3_DistanciaMin	1516,63
NSGA3_TempoMin	1435,37
NSGA3_CombustivelMin	765,53
NSGA3_DistanciaMedia	1519,22
NSGA3_TempoMedio	1446,81
NSGA3_CombustivelMedio	768,03
NSGA3_FitnessPonderadoMin	3733,60
NSGA3_FitnessPonderadoMedio	3738,06
NSGA3_TamanhoFrente	3
TempoExecucao(ms)	479874
Parametros	Pop=600; Geracoes=3000; Pc=1,00; Pm=0,01

=== DIAGNOSTICO ===
Solucoes criadas: 596
Total avaliacoes: 1788596
Solucoes unicas: 30780

=== HISTORICO DE EVOLUCAO ===
Eval	BestDist	BestTime	BestFuel
5000	1720,34	1585,98	865,72
10000	1704,86	1585,98	861,68
15000	1701,32	1578,75	858,53
20000	1701,32	1578,75	858,53
25000	1701,32	1577,57	858,53
30000	1700,95	1571,45	855,82
35000	1697,41	1571,45	855,82
40000	1693,19	1569,96	855,82
45000	1691,97	1565,73	855,82
50000	1684,82	1557,96	852,97
55000	1684,82	1540,64	852,97
60000	1684,82	1540,64	852,97
65000	1683,61	1540,64	852,22
70000	1681,92	1540,64	850,27
75000	1681,92	1537,49	850,27
80000	1681,92	1534,71	850,27
85000	1679,86	1534,71	848,32
90000	1678,05	1534,71	848,32
95000	1661,64	1533,36	842,18
100000	1661,64	1529,58	842,18
105000	1661,64	1527,03	842,18
110000	1657,64	1526,54	841,72
115000	1657,64	1526,54	841,72
120000	1657,64	1523,39	841,72
125000	1651,91	1523,39	838,27
130000	1651,91	1523,39	838,27
135000	1650,32	1514,39	834,82
140000	1650,32	1514,39	834,82
145000	1650,32	1514,39	834,82
150000	1650,32	1514,39	834,82
155000	1645,10	1514,39	834,60
160000	1645,10	1514,39	833,85
165000	1644,51	1509,73	833,63
170000	1644,51	1508,94	833,63
175000	1644,51	1508,94	832,12
180000	1640,27	1506,51	826,80
185000	1640,27	1504,28	826,80
190000	1630,65	1504,28	825,90
195000	1630,65	1503,39	825,90
200000	1630,65	1503,39	825,90
205000	1630,65	1503,39	825,90
210000	1630,65	1502,00	825,90
215000	1630,65	1499,57	825,90
220000	1630,65	1499,57	825,90
225000	1630,65	1499,57	825,90
230000	1630,65	1499,45	825,90
235000	1630,65	1499,45	825,90
240000	1630,65	1499,45	825,90
245000	1630,65	1499,45	825,90
250000	1630,65	1492,94	825,90
255000	1630,65	1492,94	825,90
260000	1622,77	1492,94	817,88
265000	1622,77	1492,94	817,88
270000	1622,77	1492,94	817,88
275000	1622,77	1492,94	817,88
280000	1622,77	1492,94	817,88
285000	1622,77	1492,94	817,88
290000	1620,97	1482,14	817,88
295000	1620,97	1482,14	817,88
300000	1615,06	1482,14	817,27
305000	1615,06	1482,14	817,27
310000	1615,06	1482,14	817,27
315000	1615,06	1482,14	817,27
320000	1615,06	1482,14	817,27
325000	1615,06	1482,14	816,07
330000	1613,53	1480,76	814,50
335000	1613,53	1480,76	814,50
340000	1613,53	1480,76	814,50
345000	1613,53	1476,26	814,50
350000	1613,53	1476,26	814,50
355000	1613,53	1473,23	814,50
360000	1613,30	1473,23	814,27
365000	1613,23	1473,23	814,27
370000	1613,23	1472,80	814,27
375000	1613,23	1472,80	814,27
380000	1613,00	1472,80	813,07
385000	1613,00	1472,80	813,07
390000	1609,40	1472,80	813,07
395000	1609,40	1472,80	813,07
400000	1609,40	1472,80	813,07
405000	1609,40	1472,80	813,07
410000	1609,40	1472,80	813,07
415000	1606,61	1472,80	813,07
420000	1606,61	1470,66	813,07
425000	1606,61	1470,66	812,47
430000	1606,61	1470,66	812,47
435000	1606,61	1469,67	812,47
440000	1606,61	1468,50	811,28
445000	1606,61	1468,50	811,28
450000	1606,35	1468,50	811,28
455000	1606,35	1468,50	811,28
460000	1606,02	1468,50	811,28
465000	1605,61	1468,50	811,28
470000	1605,61	1468,50	811,28
475000	1605,61	1468,50	811,28
480000	1602,41	1468,50	811,28
485000	1597,17	1468,50	807,38
490000	1597,17	1468,50	807,38
495000	1597,17	1468,50	807,38
500000	1594,86	1468,50	807,37
505000	1591,66	1468,50	804,22
510000	1591,66	1468,50	804,22
515000	1591,66	1468,50	804,22
520000	1591,66	1468,01	804,22
525000	1591,66	1468,01	804,22
530000	1590,96	1468,01	804,22
535000	1590,96	1467,65	804,22
540000	1589,73	1467,65	804,22
545000	1589,73	1467,65	804,22
550000	1589,73	1467,65	804,22
555000	1588,06	1466,63	804,22
560000	1588,06	1466,63	804,22
565000	1588,06	1466,63	804,22
570000	1588,06	1466,63	804,22
575000	1587,36	1466,63	803,03
580000	1587,36	1466,63	803,03
585000	1587,36	1466,63	803,03
590000	1587,36	1466,63	803,03
