Executando em modo automático:
  Instância: 47
  Algoritmo: NSGA-III
  Tipo: Solomon

Tipo selecionado: Instâncias Solomon

=== MENU DE SELEÇÃO DE INSTÂNCIA ===

Instância selecionada: RC107.txt
Number of vehicles: 25
Vehicle capacity: 200
Number of clients: 101

=== NSGA-III para Problema de Roteamento de Veiculos ===

Configuracao do Problema:
- Clientes: 100, Veiculos: 25, Capacidade: 200
- Objetivos: Distancia, Tempo, Combustivel
- Constraints: Capacidade, Time Windows, Cobertura

DEBUG: Seed JMetal: 167670460674857
2026-05-23 17:29:57.401 INFO: Loggers configured with null [org.uma.jmetal.util.JMetalLogger configureLoggers]
2026-05-23 17:29:57.433 INFO: rpssize: 595 [org.uma.jmetal.algorithm.multiobjective.nsgaiii.NSGAIII <init>]
Configuracao do NSGA-III:
- Pop solicitada: 600
- Geracoes: 3000
- Crossover: OnePoint por coluna (Pc=1.0)
- Mutacao: Swap intra+inter rota (Pm=0.01)
- Selecao: Binary Tournament

Iniciando execucao...

DEBUG: Primeira solucao criada - Dist: 1962,98, Tempo: 1574,04, Comb: 1001,32
DEBUG: 100 solucoes criadas na inicializacao
DEBUG: 200 solucoes criadas na inicializacao
DEBUG: 300 solucoes criadas na inicializacao
DEBUG: 400 solucoes criadas na inicializacao
DEBUG: 500 solucoes criadas na inicializacao
[Eval 5000] Best: Dist=1926,49, Time=1555,80, Fuel=985,95 | Unique solutions: 2379
[Eval 10000] Best: Dist=1926,49, Time=1555,80, Fuel=985,95 | Unique solutions: 4329
[Eval 15000] Best: Dist=1921,96, Time=1547,05, Fuel=979,05 | Unique solutions: 7192
[Eval 20000] Best: Dist=1911,47, Time=1544,30, Fuel=974,40 | Unique solutions: 11013
[Eval 25000] Best: Dist=1911,47, Time=1543,08, Fuel=974,40 | Unique solutions: 14783
[Eval 30000] Best: Dist=1901,55, Time=1533,15, Fuel=966,90 | Unique solutions: 17862
[Eval 35000] Best: Dist=1896,10, Time=1531,44, Fuel=966,90 | Unique solutions: 21613
[Eval 40000] Best: Dist=1891,54, Time=1528,71, Fuel=965,25 | Unique solutions: 25658
[Eval 45000] Best: Dist=1871,94, Time=1527,29, Fuel=956,55 | Unique solutions: 29552
[Eval 50000] Best: Dist=1871,94, Time=1525,32, Fuel=956,55 | Unique solutions: 33553
[Eval 55000] Best: Dist=1871,53, Time=1522,52, Fuel=956,55 | Unique solutions: 33553
[Eval 60000] Best: Dist=1870,18, Time=1517,18, Fuel=953,93 | Unique solutions: 33553
[Eval 65000] Best: Dist=1870,18, Time=1517,09, Fuel=953,93 | Unique solutions: 33553
[Eval 70000] Best: Dist=1833,80, Time=1510,45, Fuel=936,60 | Unique solutions: 33553
[Eval 75000] Best: Dist=1833,80, Time=1510,45, Fuel=936,60 | Unique solutions: 33553
[Eval 80000] Best: Dist=1826,47, Time=1508,98, Fuel=931,72 | Unique solutions: 33553
[Eval 85000] Best: Dist=1823,83, Time=1508,98, Fuel=931,72 | Unique solutions: 33553
[Eval 90000] Best: Dist=1812,14, Time=1505,59, Fuel=927,38 | Unique solutions: 33553
[Eval 95000] Best: Dist=1812,14, Time=1505,59, Fuel=927,38 | Unique solutions: 33553
[Eval 100000] Best: Dist=1812,14, Time=1504,11, Fuel=926,55 | Unique solutions: 33553
[Eval 105000] Best: Dist=1803,97, Time=1500,02, Fuel=922,72 | Unique solutions: 33553
[Eval 110000] Best: Dist=1797,66, Time=1500,02, Fuel=917,33 | Unique solutions: 33553
[Eval 115000] Best: Dist=1790,49, Time=1500,02, Fuel=913,65 | Unique solutions: 33553
[Eval 120000] Best: Dist=1790,49, Time=1495,03, Fuel=913,65 | Unique solutions: 33553
[Eval 125000] Best: Dist=1788,55, Time=1493,98, Fuel=908,63 | Unique solutions: 33553
[Eval 130000] Best: Dist=1787,53, Time=1485,71, Fuel=908,63 | Unique solutions: 33553
[Eval 135000] Best: Dist=1779,92, Time=1485,71, Fuel=907,57 | Unique solutions: 33553
[Eval 140000] Best: Dist=1779,40, Time=1481,96, Fuel=905,63 | Unique solutions: 33553
[Eval 145000] Best: Dist=1774,91, Time=1481,96, Fuel=903,98 | Unique solutions: 33553
[Eval 150000] Best: Dist=1772,86, Time=1475,38, Fuel=903,30 | Unique solutions: 33553
[Eval 155000] Best: Dist=1772,86, Time=1469,27, Fuel=903,30 | Unique solutions: 33553
[Eval 160000] Best: Dist=1757,28, Time=1469,27, Fuel=894,45 | Unique solutions: 33553
[Eval 165000] Best: Dist=1757,27, Time=1469,27, Fuel=893,85 | Unique solutions: 33553
[Eval 170000] Best: Dist=1755,41, Time=1465,92, Fuel=893,85 | Unique solutions: 33553
[Eval 175000] Best: Dist=1755,41, Time=1464,92, Fuel=893,85 | Unique solutions: 33553
[Eval 180000] Best: Dist=1752,76, Time=1463,78, Fuel=888,30 | Unique solutions: 33553
[Eval 185000] Best: Dist=1752,76, Time=1463,78, Fuel=888,30 | Unique solutions: 33553
[Eval 190000] Best: Dist=1747,13, Time=1462,13, Fuel=888,30 | Unique solutions: 33553
[Eval 195000] Best: Dist=1747,13, Time=1457,90, Fuel=885,15 | Unique solutions: 33553
[Eval 200000] Best: Dist=1747,13, Time=1456,90, Fuel=884,93 | Unique solutions: 33553
[Eval 205000] Best: Dist=1747,13, Time=1450,84, Fuel=884,93 | Unique solutions: 33553
[Eval 210000] Best: Dist=1735,07, Time=1450,84, Fuel=879,90 | Unique solutions: 33553
[Eval 215000] Best: Dist=1735,07, Time=1450,84, Fuel=879,90 | Unique solutions: 33553
[Eval 220000] Best: Dist=1735,07, Time=1448,54, Fuel=879,90 | Unique solutions: 33553
[Eval 225000] Best: Dist=1732,67, Time=1448,54, Fuel=876,45 | Unique solutions: 33553
[Eval 230000] Best: Dist=1731,91, Time=1442,48, Fuel=875,70 | Unique solutions: 33553
[Eval 235000] Best: Dist=1731,91, Time=1442,48, Fuel=872,93 | Unique solutions: 33553
[Eval 240000] Best: Dist=1727,40, Time=1439,53, Fuel=871,20 | Unique solutions: 33553
[Eval 245000] Best: Dist=1727,40, Time=1439,53, Fuel=871,20 | Unique solutions: 33553
[Eval 250000] Best: Dist=1726,89, Time=1439,53, Fuel=871,05 | Unique solutions: 33553
[Eval 255000] Best: Dist=1725,04, Time=1435,91, Fuel=871,05 | Unique solutions: 33553
[Eval 260000] Best: Dist=1725,04, Time=1435,91, Fuel=871,05 | Unique solutions: 33553
[Eval 265000] Best: Dist=1725,04, Time=1435,91, Fuel=867,90 | Unique solutions: 33553
[Eval 270000] Best: Dist=1718,11, Time=1435,91, Fuel=867,75 | Unique solutions: 33553
[Eval 275000] Best: Dist=1718,11, Time=1435,91, Fuel=867,53 | Unique solutions: 33553
[Eval 280000] Best: Dist=1711,81, Time=1432,39, Fuel=864,68 | Unique solutions: 33553
[Eval 285000] Best: Dist=1711,81, Time=1430,86, Fuel=864,68 | Unique solutions: 33553
[Eval 290000] Best: Dist=1711,81, Time=1430,86, Fuel=864,00 | Unique solutions: 33553
[Eval 295000] Best: Dist=1705,77, Time=1430,86, Fuel=860,70 | Unique solutions: 33553
[Eval 300000] Best: Dist=1691,33, Time=1424,07, Fuel=857,55 | Unique solutions: 33553
[Eval 305000] Best: Dist=1691,33, Time=1424,07, Fuel=857,55 | Unique solutions: 33553
[Eval 310000] Best: Dist=1691,33, Time=1424,07, Fuel=857,55 | Unique solutions: 33553
[Eval 315000] Best: Dist=1691,33, Time=1424,07, Fuel=857,55 | Unique solutions: 33553
[Eval 320000] Best: Dist=1691,33, Time=1421,29, Fuel=857,55 | Unique solutions: 33553
[Eval 325000] Best: Dist=1688,76, Time=1413,52, Fuel=856,88 | Unique solutions: 33553
[Eval 330000] Best: Dist=1683,95, Time=1413,52, Fuel=852,53 | Unique solutions: 33553
[Eval 335000] Best: Dist=1683,95, Time=1410,56, Fuel=852,53 | Unique solutions: 33553
[Eval 340000] Best: Dist=1683,95, Time=1410,56, Fuel=852,53 | Unique solutions: 33553
[Eval 345000] Best: Dist=1681,88, Time=1410,56, Fuel=849,60 | Unique solutions: 33553
[Eval 350000] Best: Dist=1680,76, Time=1406,67, Fuel=847,65 | Unique solutions: 33553
[Eval 355000] Best: Dist=1675,48, Time=1406,67, Fuel=846,97 | Unique solutions: 33553
[Eval 360000] Best: Dist=1675,48, Time=1406,67, Fuel=846,97 | Unique solutions: 33553
[Eval 365000] Best: Dist=1675,48, Time=1406,20, Fuel=846,97 | Unique solutions: 33553
[Eval 370000] Best: Dist=1671,39, Time=1404,57, Fuel=845,78 | Unique solutions: 33553
[Eval 375000] Best: Dist=1671,39, Time=1403,18, Fuel=844,58 | Unique solutions: 33553
[Eval 380000] Best: Dist=1671,39, Time=1402,76, Fuel=843,30 | Unique solutions: 33553
[Eval 385000] Best: Dist=1669,41, Time=1402,76, Fuel=843,30 | Unique solutions: 33553
[Eval 390000] Best: Dist=1669,41, Time=1400,85, Fuel=841,43 | Unique solutions: 33553
[Eval 395000] Best: Dist=1669,41, Time=1400,85, Fuel=841,43 | Unique solutions: 33553
[Eval 400000] Best: Dist=1669,15, Time=1400,21, Fuel=840,23 | Unique solutions: 33553
[Eval 405000] Best: Dist=1669,15, Time=1399,04, Fuel=840,23 | Unique solutions: 33553
[Eval 410000] Best: Dist=1665,75, Time=1398,17, Fuel=840,23 | Unique solutions: 33553
[Eval 415000] Best: Dist=1665,75, Time=1397,67, Fuel=840,23 | Unique solutions: 33553
[Eval 420000] Best: Dist=1665,75, Time=1397,42, Fuel=839,47 | Unique solutions: 33553
[Eval 425000] Best: Dist=1663,15, Time=1395,27, Fuel=838,27 | Unique solutions: 33553
