Executando em modo automático:
  Instância: 42
  Algoritmo: NSGA-III
  Tipo: Solomon

Tipo selecionado: Instâncias Solomon

=== MENU DE SELEÇÃO DE INSTÂNCIA ===

Instância selecionada: RC102.txt
Number of vehicles: 25
Vehicle capacity: 200
Number of clients: 101

=== NSGA-III para Problema de Roteamento de Veiculos ===

Configuracao do Problema:
- Clientes: 100, Veiculos: 25, Capacidade: 200
- Objetivos: Distancia, Tempo, Combustivel
- Constraints: Capacidade, Time Windows, Cobertura

DEBUG: Seed JMetal: 143947286668213
2026-05-23 10:39:06.449 INFO: Loggers configured with null [org.uma.jmetal.util.JMetalLogger configureLoggers]
2026-05-23 10:39:06.474 INFO: rpssize: 595 [org.uma.jmetal.algorithm.multiobjective.nsgaiii.NSGAIII <init>]
Configuracao do NSGA-III:
- Pop solicitada: 600
- Geracoes: 3000
- Crossover: OnePoint por coluna (Pc=1.0)
- Mutacao: Swap intra+inter rota (Pm=0.01)
- Selecao: Binary Tournament

Iniciando execucao...

DEBUG: Primeira solucao criada - Dist: 2090,69, Tempo: 1736,74, Comb: 1054,65
DEBUG: 100 solucoes criadas na inicializacao
DEBUG: 200 solucoes criadas na inicializacao
DEBUG: 300 solucoes criadas na inicializacao
DEBUG: 400 solucoes criadas na inicializacao
DEBUG: 500 solucoes criadas na inicializacao
[Eval 5000] Best: Dist=2031,56, Time=1731,04, Fuel=1024,20 | Unique solutions: 2426
[Eval 10000] Best: Dist=2031,56, Time=1727,86, Fuel=1024,20 | Unique solutions: 4276
[Eval 15000] Best: Dist=2031,56, Time=1725,06, Fuel=1024,20 | Unique solutions: 6257
[Eval 20000] Best: Dist=2031,56, Time=1723,18, Fuel=1024,20 | Unique solutions: 8901
[Eval 25000] Best: Dist=2027,72, Time=1720,02, Fuel=1020,52 | Unique solutions: 12348
[Eval 30000] Best: Dist=2022,47, Time=1718,74, Fuel=1017,60 | Unique solutions: 16321
[Eval 35000] Best: Dist=2020,39, Time=1718,57, Fuel=1017,53 | Unique solutions: 20560
[Eval 40000] Best: Dist=2011,30, Time=1718,57, Fuel=1013,25 | Unique solutions: 24664
[Eval 45000] Best: Dist=2011,30, Time=1718,57, Fuel=1013,25 | Unique solutions: 28730
[Eval 50000] Best: Dist=2000,95, Time=1709,29, Fuel=1008,75 | Unique solutions: 32842
[Eval 55000] Best: Dist=2000,95, Time=1709,29, Fuel=1008,68 | Unique solutions: 32842
[Eval 60000] Best: Dist=2000,95, Time=1709,29, Fuel=1008,68 | Unique solutions: 32842
[Eval 65000] Best: Dist=1994,41, Time=1709,29, Fuel=1004,70 | Unique solutions: 32842
[Eval 70000] Best: Dist=1994,41, Time=1706,93, Fuel=1004,70 | Unique solutions: 32842
[Eval 75000] Best: Dist=1975,23, Time=1704,32, Fuel=993,30 | Unique solutions: 32842
[Eval 80000] Best: Dist=1967,83, Time=1699,28, Fuel=989,78 | Unique solutions: 32842
[Eval 85000] Best: Dist=1967,83, Time=1699,28, Fuel=989,78 | Unique solutions: 32842
[Eval 90000] Best: Dist=1967,83, Time=1698,13, Fuel=989,78 | Unique solutions: 32842
[Eval 95000] Best: Dist=1951,43, Time=1698,13, Fuel=981,60 | Unique solutions: 32842
[Eval 100000] Best: Dist=1951,43, Time=1695,76, Fuel=981,60 | Unique solutions: 32842
[Eval 105000] Best: Dist=1951,43, Time=1695,76, Fuel=981,60 | Unique solutions: 32842
[Eval 110000] Best: Dist=1943,91, Time=1688,94, Fuel=978,52 | Unique solutions: 32842
[Eval 115000] Best: Dist=1943,91, Time=1688,94, Fuel=978,52 | Unique solutions: 32842
[Eval 120000] Best: Dist=1942,02, Time=1687,37, Fuel=977,85 | Unique solutions: 32842
[Eval 125000] Best: Dist=1942,02, Time=1683,88, Fuel=977,85 | Unique solutions: 32842
[Eval 130000] Best: Dist=1940,55, Time=1683,88, Fuel=975,45 | Unique solutions: 32842
[Eval 135000] Best: Dist=1936,75, Time=1683,88, Fuel=975,45 | Unique solutions: 32842
[Eval 140000] Best: Dist=1913,55, Time=1680,23, Fuel=964,80 | Unique solutions: 32842
[Eval 145000] Best: Dist=1913,55, Time=1680,23, Fuel=964,80 | Unique solutions: 32842
[Eval 150000] Best: Dist=1906,67, Time=1680,23, Fuel=964,65 | Unique solutions: 32842
[Eval 155000] Best: Dist=1906,67, Time=1680,09, Fuel=962,40 | Unique solutions: 32842
[Eval 160000] Best: Dist=1906,67, Time=1679,37, Fuel=962,40 | Unique solutions: 32842
[Eval 165000] Best: Dist=1906,03, Time=1679,21, Fuel=961,80 | Unique solutions: 32842
[Eval 170000] Best: Dist=1906,03, Time=1677,29, Fuel=961,80 | Unique solutions: 32842
[Eval 175000] Best: Dist=1904,89, Time=1677,29, Fuel=961,65 | Unique solutions: 32842
[Eval 180000] Best: Dist=1904,89, Time=1677,29, Fuel=961,65 | Unique solutions: 32842
[Eval 185000] Best: Dist=1904,89, Time=1676,39, Fuel=961,65 | Unique solutions: 32842
[Eval 190000] Best: Dist=1902,52, Time=1676,39, Fuel=959,40 | Unique solutions: 32842
[Eval 195000] Best: Dist=1902,52, Time=1676,39, Fuel=959,40 | Unique solutions: 32842
[Eval 200000] Best: Dist=1902,52, Time=1675,43, Fuel=959,40 | Unique solutions: 32842
[Eval 205000] Best: Dist=1902,52, Time=1675,43, Fuel=959,40 | Unique solutions: 32842
[Eval 210000] Best: Dist=1902,52, Time=1675,43, Fuel=959,40 | Unique solutions: 32842
[Eval 215000] Best: Dist=1899,66, Time=1674,53, Fuel=959,40 | Unique solutions: 32842
[Eval 220000] Best: Dist=1899,66, Time=1674,53, Fuel=959,40 | Unique solutions: 32842
[Eval 225000] Best: Dist=1899,16, Time=1674,53, Fuel=958,72 | Unique solutions: 32842
[Eval 230000] Best: Dist=1899,16, Time=1674,36, Fuel=957,45 | Unique solutions: 32842
[Eval 235000] Best: Dist=1899,16, Time=1674,36, Fuel=957,45 | Unique solutions: 32842
[Eval 240000] Best: Dist=1899,04, Time=1674,36, Fuel=957,45 | Unique solutions: 32842
[Eval 245000] Best: Dist=1892,78, Time=1674,36, Fuel=957,45 | Unique solutions: 32842
[Eval 250000] Best: Dist=1892,78, Time=1674,36, Fuel=953,10 | Unique solutions: 32842
[Eval 255000] Best: Dist=1892,78, Time=1674,36, Fuel=953,10 | Unique solutions: 32842
[Eval 260000] Best: Dist=1892,78, Time=1674,36, Fuel=953,10 | Unique solutions: 32842
[Eval 265000] Best: Dist=1892,78, Time=1674,36, Fuel=953,10 | Unique solutions: 32842
[Eval 270000] Best: Dist=1892,78, Time=1674,36, Fuel=953,10 | Unique solutions: 32842
[Eval 275000] Best: Dist=1892,78, Time=1674,36, Fuel=953,10 | Unique solutions: 32842
[Eval 280000] Best: Dist=1892,78, Time=1674,22, Fuel=953,10 | Unique solutions: 32842
[Eval 285000] Best: Dist=1892,78, Time=1674,22, Fuel=953,10 | Unique solutions: 32842
[Eval 290000] Best: Dist=1892,78, Time=1674,22, Fuel=953,10 | Unique solutions: 32842
[Eval 295000] Best: Dist=1889,21, Time=1674,22, Fuel=953,10 | Unique solutions: 32842
[Eval 300000] Best: Dist=1889,21, Time=1674,22, Fuel=953,10 | Unique solutions: 32842
[Eval 305000] Best: Dist=1889,21, Time=1674,22, Fuel=953,10 | Unique solutions: 32842
[Eval 310000] Best: Dist=1889,21, Time=1674,22, Fuel=953,10 | Unique solutions: 32842
[Eval 315000] Best: Dist=1889,21, Time=1674,22, Fuel=953,10 | Unique solutions: 32842
[Eval 320000] Best: Dist=1889,21, Time=1674,22, Fuel=953,10 | Unique solutions: 32842
[Eval 325000] Best: Dist=1889,21, Time=1673,15, Fuel=953,10 | Unique solutions: 32842
[Eval 330000] Best: Dist=1889,21, Time=1673,15, Fuel=953,10 | Unique solutions: 32842
[Eval 335000] Best: Dist=1889,21, Time=1673,15, Fuel=953,10 | Unique solutions: 32842
[Eval 340000] Best: Dist=1889,21, Time=1673,15, Fuel=953,10 | Unique solutions: 32842
[Eval 345000] Best: Dist=1889,21, Time=1673,15, Fuel=953,10 | Unique solutions: 32842
