Subpopulacao\Geracao	gFinal
NSGA3_DistanciaMin	1704,31
NSGA3_TempoMin	1465,22
NSGA3_CombustivelMin	862,27
NSGA3_DistanciaMedia	1709,91
NSGA3_TempoMedio	1492,84
NSGA3_CombustivelMedio	866,91
NSGA3_FitnessPonderadoMin	4051,86
NSGA3_FitnessPonderadoMedio	4069,12
NSGA3_TamanhoFrente	46
TempoExecucao(ms)	476172
Parametros	Pop=600; Geracoes=3000; Pc=1,00; Pm=0,01

=== DIAGNOSTICO ===
Solucoes criadas: 596
Total avaliacoes: 1788596
Solucoes unicas: 33196

=== HISTORICO DE EVOLUCAO ===
Eval	BestDist	BestTime	BestFuel
5000	2046,95	1653,09	1033,80
10000	2039,63	1652,75	1033,80
15000	2024,56	1652,75	1024,95
20000	2018,35	1650,07	1017,90
25000	1981,84	1638,62	996,68
30000	1981,84	1638,62	996,68
35000	1981,84	1638,62	996,68
40000	1981,84	1635,23	996,68
45000	1981,84	1635,23	996,68
50000	1981,84	1630,67	996,68
55000	1981,84	1630,43	996,68
60000	1959,64	1625,78	991,72
65000	1959,64	1625,78	991,72
70000	1959,64	1620,52	991,72
75000	1951,94	1619,08	987,15
80000	1951,17	1614,87	987,15
85000	1951,17	1614,87	987,15
90000	1951,17	1614,87	985,28
95000	1951,17	1614,87	984,75
100000	1937,20	1614,87	976,05
105000	1923,14	1614,68	971,77
110000	1923,14	1614,68	971,77
115000	1923,14	1609,34	971,77
120000	1923,14	1600,43	971,77
125000	1916,07	1591,80	968,10
130000	1913,95	1590,61	965,32
135000	1913,95	1590,61	965,32
140000	1913,95	1590,61	965,32
145000	1911,65	1586,57	962,25
150000	1911,65	1586,57	962,25
155000	1891,62	1586,57	956,55
160000	1891,62	1586,57	956,55
165000	1891,62	1586,57	956,55
170000	1891,62	1586,57	956,55
175000	1888,08	1586,57	951,90
180000	1888,08	1586,57	951,90
185000	1885,64	1584,78	951,75
190000	1883,57	1584,73	951,75
195000	1881,44	1584,70	951,37
200000	1881,44	1582,14	951,37
205000	1879,66	1568,45	949,95
210000	1878,56	1568,45	947,85
215000	1877,90	1568,45	946,72
220000	1877,90	1568,45	945,45
225000	1870,53	1568,45	944,47
230000	1870,53	1568,45	943,50
235000	1870,53	1568,45	943,50
240000	1867,26	1568,45	943,50
245000	1867,26	1568,45	942,22
250000	1867,26	1568,45	942,22
255000	1867,26	1568,45	942,22
260000	1867,26	1568,45	942,22
265000	1867,26	1562,98	942,22
270000	1863,73	1559,13	938,85
275000	1858,84	1559,13	934,80
280000	1854,95	1559,13	934,80
285000	1854,95	1559,13	934,80
290000	1854,95	1559,13	934,80
295000	1854,95	1559,13	934,80
300000	1854,95	1559,13	934,80
305000	1854,95	1557,43	934,80
310000	1851,61	1553,10	934,80
315000	1851,61	1553,10	934,80
320000	1851,61	1553,10	934,80
325000	1851,61	1553,10	934,80
330000	1851,58	1553,10	934,80
335000	1851,58	1553,10	934,80
340000	1846,41	1550,95	934,80
345000	1846,41	1550,95	933,75
350000	1846,41	1550,26	930,45
355000	1843,49	1550,26	930,45
360000	1842,28	1550,26	930,30
